04:37:06 Pod cockroach-operator-manager-57b7fbd794-xprhc 760:	Successfully assigned cockroach-operator-system/cockroach-operator-manager-57b7fbd794-xprhc to acto-cluster-9-worker
04:43:15 Pod test-cluster-2 1552:	Readiness probe failed: HTTP probe failed with statuscode: 503
04:44:59 Pod test-cluster-2 1552:	Stopping container db
04:45:06 Pod test-cluster-2 1949:	Successfully assigned cockroach-operator-system/test-cluster-2 to acto-cluster-9-worker
04:45:07 Pod test-cluster-2 1950:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:45:07 Pod test-cluster-2 1950:	Created container db-init
04:45:07 Pod test-cluster-2 1950:	Started container db-init
04:45:08 Pod test-cluster-2 1950:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:45:08 Pod test-cluster-2 1950:	Created container db
04:45:08 Pod test-cluster-2 1950:	Started container db
04:48:12 Pod test-cluster-2 1950:	Stopping container db
04:48:21 Pod test-cluster-2 2385:	Successfully assigned cockroach-operator-system/test-cluster-2 to acto-cluster-9-worker
04:48:22 Pod test-cluster-2 2386:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:48:22 Pod test-cluster-2 2386:	Created container db-init
04:48:22 Pod test-cluster-2 2386:	Started container db-init
04:48:23 Pod test-cluster-2 2386:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:48:23 Pod test-cluster-2 2386:	Created container db
04:48:24 Pod test-cluster-2 2386:	Started container db
04:51:05 Pod test-cluster-2 2386:	Stopping container db
04:51:13 Pod test-cluster-2 2786:	Successfully assigned cockroach-operator-system/test-cluster-2 to acto-cluster-9-worker
04:51:13 Pod test-cluster-2 2787:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:51:13 Pod test-cluster-2 2787:	Created container db-init
04:51:14 Pod test-cluster-2 2787:	Started container db-init
04:51:14 Pod test-cluster-2 2787:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:51:14 Pod test-cluster-2 2787:	Created container db
04:51:14 Pod test-cluster-2 2787:	Started container db
04:51:43 Pod test-cluster-2 2787:	Readiness probe failed: HTTP probe failed with statuscode: 503
04:53:31 Pod test-cluster-2 2787:	Stopping container db
05:03:34 Pod test-cluster-2 4070:	Successfully assigned cockroach-operator-system/test-cluster-2 to acto-cluster-9-worker
05:03:35 Pod test-cluster-2 4071:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
05:03:35 Pod test-cluster-2 4071:	Created container db-init
05:03:35 Pod test-cluster-2 4071:	Started container db-init
05:03:35 Pod test-cluster-2 4071:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
05:03:35 Pod test-cluster-2 4071:	Created container db
05:03:35 Pod test-cluster-2 4071:	Started container db
05:03:49 Pod test-cluster-2 4071:	Readiness probe failed: HTTP probe failed with statuscode: 503
04:39:21 Pod test-cluster-vcheck-28006839--1-lpbtd 1032:	Successfully assigned cockroach-operator-system/test-cluster-vcheck-28006839--1-lpbtd to acto-cluster-9-worker3
04:39:21 Pod test-cluster-vcheck-28006839--1-lpbtd 1033:	Container image "cockroachdb/cockroach:v21.2.10" already present on machine
04:39:21 Pod test-cluster-vcheck-28006839--1-lpbtd 1033:	Created container crdb
04:39:22 Pod test-cluster-vcheck-28006839--1-lpbtd 1033:	Started container crdb
04:39:24 Pod test-cluster-vcheck-28006839--1-lpbtd 1033:	Stopping container crdb
04:39:21 Job test-cluster-vcheck-28006839 1031:	Created pod: test-cluster-vcheck-28006839--1-lpbtd
04:39:24 StatefulSet test-cluster 1064:	create Claim datadir-test-cluster-0 Pod test-cluster-0 in StatefulSet test-cluster success
04:39:24 StatefulSet test-cluster 1064:	create Pod test-cluster-0 in StatefulSet test-cluster successful
04:39:24 StatefulSet test-cluster 1064:	create Claim datadir-test-cluster-1 Pod test-cluster-1 in StatefulSet test-cluster success
04:39:24 StatefulSet test-cluster 1064:	create Pod test-cluster-1 in StatefulSet test-cluster successful
04:39:24 StatefulSet test-cluster 1064:	create Claim datadir-test-cluster-2 Pod test-cluster-2 in StatefulSet test-cluster success
04:39:24 StatefulSet test-cluster 1064:	create Pod test-cluster-2 in StatefulSet test-cluster successful
04:42:35 StatefulSet test-cluster 1517:	delete Pod test-cluster-2 in StatefulSet test-cluster successful
04:43:00 StatefulSet test-cluster 1558:	delete Pod test-cluster-1 in StatefulSet test-cluster successful
04:43:35 StatefulSet test-cluster 1733:	delete Pod test-cluster-0 in StatefulSet test-cluster successful
04:53:38 StatefulSet test-cluster 3167:	create Pod test-cluster-2 in StatefulSet test-cluster failed error: Pod "test-cluster-2" is invalid: spec.topologySpreadConstraints[0].whenUnsatisfiable: Unsupported value: "INVALID": supported values: "DoNotSchedule", "ScheduleAnyway"
