Name,Owner,Desc,url,forks,stars,commits,watches,created_at,pushed_at
managed-cluster-validating-webhooks,openshift,"Set of validating webhooks, based on k8s admission controllers, for OSD clusters",https://github.com/openshift/managed-cluster-validating-webhooks,55,7,47,452,2019-10-11,2023-02-21
go-awesome,shockerli,Go 语言优秀资源整理，为项目落地加速🏃,https://github.com/shockerli/go-awesome,468,3233,76,92,2019-10-29,2023-03-20
jet-train,hazelcast,,https://github.com/hazelcast/jet-train,4,14,43,177,2019-10-12,2023-03-13
chart,codacy,Codacy Helm chart and self-hosted infrastructure quickstart,https://github.com/codacy/chart,8,11,16,1334,2019-10-30,2023-03-20
monocle,change-metrics,Monocle helps teams and individual to better organize daily duties and to detect anomalies in the way changes are produced and reviewed.,https://github.com/change-metrics/monocle,42,263,10,3085,2019-11-29,2023-02-14
agnosticv,redhat-cop,Organize and merge YAML files to manage a Catalog,https://github.com/redhat-cop/agnosticv,4,6,10,41,2019-11-13,2023-03-20
postgresdb-operator,kabisa,,https://github.com/kabisa/postgresdb-operator,0,1,26,48,2019-10-21,2023-01-24
opentelemetry-operator,open-telemetry,Kubernetes Operator for OpenTelemetry Collector,https://github.com/open-telemetry/opentelemetry-operator,265,686,24,802,2019-12-18,2023-03-20
argocd-operator,argoproj-labs,A Kubernetes operator for managing Argo CD clusters.,https://github.com/argoproj-labs/argocd-operator,132,379,15,711,2019-12-04,2023-03-20
terraform-k8s,hashicorp,Terraform Cloud Operator for Kubernetes,https://github.com/hashicorp/terraform-k8s,62,367,27,142,2019-12-04,2023-03-13
vitess-operator,planetscale,Kubernetes Operator for Vitess,https://github.com/planetscale/vitess-operator,56,219,36,346,2019-12-03,2023-03-20
compose-spec,compose-spec,The Compose specification,https://github.com/compose-spec/compose-spec,703,1606,56,299,2019-12-10,2023-03-20
piraeus,piraeusdatastore,High Available Datastore for Kubernetes,https://github.com/piraeusdatastore/piraeus,39,361,14,287,2019-12-05,2023-01-31
system-upgrade-controller,rancher,"In your Kubernetes, upgrading your nodes",https://github.com/rancher/system-upgrade-controller,65,462,19,132,2019-12-23,2023-03-15
egress-operator,monzo,A Kubernetes operator to produce egress gateway Envoy pods and control access to them with network policies,https://github.com/monzo/egress-operator,21,224,69,64,2019-12-11,2023-03-09
terraform-helm,hashicorp,Helm chart to install Terraform Cloud Operator and other associated components.,https://github.com/hashicorp/terraform-helm,31,71,18,77,2019-12-17,2023-03-13
virtual-environment,alibaba,Route isolation with service sharing https://alibaba.github.io/virtual-environment/#/zh-cn/,https://github.com/alibaba/virtual-environment,38,196,16,270,2019-12-24,2023-03-06
cloud-ingress-operator,openshift,"Operator to manage cloud Ingress/Load balancer scheme, switching between public/private modes",https://github.com/openshift/cloud-ingress-operator,53,17,45,592,2019-12-10,2023-02-27
velero-plugin-for-vsphere,vmware-tanzu,Plugin to support Velero on vSphere,https://github.com/vmware-tanzu/velero-plugin-for-vsphere,46,46,16,575,2019-12-20,2023-03-03
file-integrity-operator,openshift,Operator providing OpenShift cluster node file integrity checking,https://github.com/openshift/file-integrity-operator,24,29,18,650,2019-12-03,2023-03-20
whereabouts-cni,openshift,Cluster-wide IPAM CNI plugin,https://github.com/openshift/whereabouts-cni,20,22,17,473,2019-12-11,2023-03-20
infinibox-csi-driver,Infinidat,,https://github.com/Infinidat/infinibox-csi-driver,10,2,13,578,2019-12-19,2023-02-27
PoC-in-GitHub,nomi-sec,📡 PoC auto collect from GitHub. ⚠️ Be careful Malware.,https://github.com/nomi-sec/PoC-in-GitHub,946,4781,369,4741,2019-12-08,2023-03-21
kubetools,collabnix,Kubetools - Curated List of Kubernetes Tools,https://github.com/collabnix/kubetools,250,854,41,547,2020-01-11,2023-03-19
airflow-on-k8s-operator,apache,Airflow on Kubernetes Operator,https://github.com/apache/airflow-on-k8s-operator,27,86,28,17,2020-01-15,2023-02-06
hub,artifacthub,"Find, install and publish Kubernetes packages",https://github.com/artifacthub/hub,175,1200,26,1701,2020-01-14,2023-03-20
charts,streamnative,"StreamNative Helm Charts Repository: Apache Pulsar, Pulsar Operators, StreamNative Platform, Function Mesh",https://github.com/streamnative/charts,62,74,33,711,2020-01-05,2023-03-21
cf-for-k8s,cloudfoundry,The open source deployment manifest for Cloud Foundry on Kubernetes,https://github.com/cloudfoundry/cf-for-k8s,118,304,57,2657,2020-01-28,2022-08-03
ibm-spectrum-scale-csi,IBM,"The IBM Spectrum Scale Container Storage Interface (CSI) project enables container orchestrators, such as Kubernetes and OpenShift, to manage the life-cycle of persistent storage.",https://github.com/IBM/ibm-spectrum-scale-csi,34,50,16,1362,2020-01-17,2023-03-21
newrelic-kubernetes-operator,newrelic,Operator to create New Relic configuration in Kubernetes,https://github.com/newrelic/newrelic-kubernetes-operator,15,39,17,397,2020-01-24,2023-03-18
bookkeeper-operator,pravega,Kubernetes Operator for bookkeeper,https://github.com/pravega/bookkeeper-operator,18,13,12,108,2020-01-16,2023-02-17
awesome-learn,csantanapr,Cloud Native Learning Path,https://github.com/csantanapr/awesome-learn,29,167,18,20,2020-01-29,2022-10-13
keepalived-operator,redhat-cop,An operator to manage VIPs backed by keepalived,https://github.com/redhat-cop/keepalived-operator,34,110,13,155,2020-01-30,2023-03-11
cnf-testsuite,cncf,📞📱☎️📡🌐 CNF Test Suite is a tool to check for and provide feedback on the use of K8s + cloud native best practices in networking applications and platforms.,https://github.com/cncf/cnf-testsuite,54,134,15,5312,2020-01-17,2023-03-21
cli,civo,Our Command Line Interface (CLI) for interacting with your Civo resources,https://github.com/civo/cli,60,145,13,649,2020-01-21,2023-03-09
cnf-features-deploy,openshift-kni,Kustomize configs for installing CNF features and e2e functional tests for verifying feature deployment/integration,https://github.com/openshift-kni/cnf-features-deploy,113,46,15,1923,2020-01-09,2023-03-18
ibm-iam-operator,IBM,Operator used to install the common iam service,https://github.com/IBM/ibm-iam-operator,20,10,13,426,2020-01-21,2023-03-21
registration,mosip,This repository contains modules for registration of an Individual,https://github.com/mosip/registration,103,3,10,28794,2020-01-17,2023-03-20
ibm-cert-manager-operator,IBM,Operator used to manage the ibm cert-manager service,https://github.com/IBM/ibm-cert-manager-operator,18,6,10,158,2020-01-14,2023-03-20
awesome-k6,grafana,A curated list of resources on automated load- and performance testing using k6 🗻,https://github.com/grafana/awesome-k6,42,359,126,77,2020-01-28,2022-09-30
Blockchain-for-maintaining-Digital-Assets,IBM,,https://github.com/IBM/Blockchain-for-maintaining-Digital-Assets,29,33,13,87,2020-01-06,2023-01-01
etcd-backup-operator,giantswarm,Creates etcd backups and uploads them to AWS S3,https://github.com/giantswarm/etcd-backup-operator,4,3,12,404,2020-01-09,2023-03-15
ibm-platform-api-operator,IBM,This operator provides IBM command line interface to manage cloud resources,https://github.com/IBM/ibm-platform-api-operator,17,2,12,222,2020-01-20,2023-03-20
cloud-service-broker,cloudfoundry,OSBAPI service broker that uses Terraform to provision and bind services. Derived from https://github.com/GoogleCloudPlatform/gcp-service-broker,https://github.com/cloudfoundry/cloud-service-broker,33,69,11,2149,2020-01-09,2023-03-17
ibm-auditlogging-operator,IBM,Operator used to install IBM audit logging service,https://github.com/IBM/ibm-auditlogging-operator,8,4,12,353,2020-01-21,2023-03-20
terraform-modules,boldare,Collection of Terraform modules simplifying project setup.,https://github.com/boldare/terraform-modules,1,10,25,130,2020-01-07,2022-10-12
iot-solution-accelerator,AzureCosmosDB,,https://github.com/AzureCosmosDB/iot-solution-accelerator,10,30,16,84,2020-01-10,2022-12-08
mongodb-kubernetes-operator,mongodb,MongoDB Community Kubernetes Operator,https://github.com/mongodb/mongodb-kubernetes-operator,391,855,40,645,2020-02-17,2023-03-20
arkade,alexellis,Open Source Marketplace For Kubernetes,https://github.com/alexellis/arkade,247,3382,36,753,2020-02-26,2023-03-20
cstor-operators,openebs,Collection of OpenEBS cStor Data Engine Operators,https://github.com/openebs/cstor-operators,65,82,14,298,2020-02-12,2023-02-25
skywalking-swck,apache,Apache SkyWalking Cloud on Kubernetes,https://github.com/apache/skywalking-swck,37,95,41,101,2020-02-19,2023-02-23
bottlerocket-update-operator,bottlerocket-os,A Kubernetes operator for automated updates to Bottlerocket,https://github.com/bottlerocket-os/bottlerocket-update-operator,28,131,22,651,2020-02-14,2023-03-21
windows-machine-config-operator,openshift,Windows MCO for OpenShift that handles addition of Windows nodes to the cluster,https://github.com/openshift/windows-machine-config-operator,54,35,24,1529,2020-02-17,2023-03-20
spec,servicebinding,Specification for binding services to k8s workloads,https://github.com/servicebinding/spec,33,75,12,402,2020-02-12,2022-12-10
che-dashboard,eclipse-che,,https://github.com/eclipse-che/che-dashboard,49,16,30,1906,2020-02-13,2023-03-20
tlaplus-monitor,onosproject,Tools for conformance monitoring on Kubernetes with TLA+,https://github.com/onosproject/tlaplus-monitor,7,17,14,24,2020-02-25,2022-07-11
kubernetes-image-puller,che-incubator,Kubernetes Image Puller is used for caching images on a cluster. It creates a DaemonSet downloading and running the relevant container images on each node.,https://github.com/che-incubator/kubernetes-image-puller,20,52,13,183,2020-02-03,2023-03-08
example-bank,IBM,Deploy a customer loyalty back-end application with Java and Node microservices on IBM’s managed OpenShift.,https://github.com/IBM/example-bank,98,52,16,182,2020-02-03,2023-01-09
network-metrics-daemon,openshift,network-metrics-daemon is a daemon component that collects and publishes network related metrics,https://github.com/openshift/network-metrics-daemon,23,15,17,52,2020-02-11,2023-03-17
knausj_talon,knausj85,"Config for talon for Mac, Windows and Linux. Very much in progress.",https://github.com/knausj85/knausj_talon,629,403,16,1556,2020-02-13,2023-03-21
management-api-for-apache-cassandra,k8ssandra,RESTful / Secure Management Sidecar for Apache Cassandra,https://github.com/k8ssandra/management-api-for-apache-cassandra,36,59,33,254,2020-02-12,2023-03-10
coherence,oracle,Oracle Coherence Community Edition,https://github.com/oracle/coherence,66,385,29,2082,2020-02-24,2023-03-21
terraform-kubernetes-gke-nfs,kiwicom,,https://github.com/kiwicom/terraform-kubernetes-gke-nfs,3,0,10,13,2020-02-10,2022-07-15
entando-sample-app,entando-k8s,,https://github.com/entando-k8s/entando-sample-app,0,0,10,113,2020-02-05,2022-09-22
apigateway-openlogging-elk,Axway-API-Management-Plus,Monitor API-Gateway realtime based on Elasticsearch (Elastic-Stack),https://github.com/Axway-API-Management-Plus/apigateway-openlogging-elk,16,27,16,1959,2020-02-14,2022-12-14
starboard,aquasecurity,Moved to https://github.com/aquasecurity/trivy-operator,https://github.com/aquasecurity/starboard,201,1303,26,710,2020-03-17,2023-03-20
redis-operator,OT-CONTAINER-KIT,A golang based redis operator that will make/oversee Redis standalone/cluster mode setup on top of the Kubernetes.,https://github.com/OT-CONTAINER-KIT/redis-operator,136,435,15,396,2020-03-31,2023-03-21
harbor-operator,goharbor,Kubernetes operator for Harbor service components,https://github.com/goharbor/harbor-operator,87,294,29,1035,2020-03-11,2023-03-10
cass-operator,datastax,The DataStax Kubernetes Operator for Apache Cassandra,https://github.com/datastax/cass-operator,79,250,25,404,2020-03-13,2023-02-25
docs-tidb-operator,pingcap,Documentation for TiDB on Kubernetes in both English and Chinese.,https://github.com/pingcap/docs-tidb-operator,105,40,87,1199,2020-03-06,2023-03-20
sidekick,minio,High Performance HTTP Sidecar Load Balancer,https://github.com/minio/sidekick,62,472,20,107,2020-03-05,2023-02-18
tobs,timescale,tobs - The Observability Stack for Kubernetes. Easy install of a full observability stack into a k8s cluster with Helm charts.,https://github.com/timescale/tobs,59,522,19,923,2020-03-30,2023-03-17
deploy,stolostron,Deploy Development Builds of Open Cluster Management (OCM) on RedHat Openshift Container Platform,https://github.com/stolostron/deploy,143,138,22,2122,2020-03-09,2023-03-20
api,open-cluster-management-io,Core APIs for open cluster management,https://github.com/open-cluster-management-io/api,68,217,11,242,2020-03-11,2023-03-21
nginx-ingress-operator,nginxinc,WARNING - DEPRECATION NOTICE: The NGINX Ingress Operator has been updated to be a Helm based operator. This repo has been deprecated and will soon be archived - the new NGINX Ingress Operator repo can be found at https://github.com/nginxinc/nginx-ingress-helm-operator.,https://github.com/nginxinc/nginx-ingress-operator,30,63,11,191,2020-03-20,2022-11-14
CrownLabs,netgroup-polito,Kubernetes-based Remote Laboratories,https://github.com/netgroup-polito/CrownLabs,33,96,10,1532,2020-03-09,2023-03-06
cerberus,redhat-chaos,Guardian of Kubernetes and OpenShift clusters. Tool to monitor clusters health and signal/alert on failures.,https://github.com/redhat-chaos/cerberus,40,79,14,141,2020-03-12,2023-03-06
vm-operator-api,vmware-tanzu,"A client API for the VM Operator project, designed to allow for integration with vSphere 7 with Kubernetes",https://github.com/vmware-tanzu/vm-operator-api,30,60,17,95,2020-03-17,2023-03-07
multicluster-observability-operator,stolostron,Operator for Multi-Cluster Monitoring with Thanos.,https://github.com/stolostron/multicluster-observability-operator,44,40,14,1344,2020-03-26,2023-03-18
kube-secret-syncer,contentful-labs,A Kubernetes operator to sync secrets from AWS Secrets Manager,https://github.com/contentful-labs/kube-secret-syncer,10,190,10,135,2020-03-15,2023-02-15
egressip-ipam-operator,redhat-cop,egressip-ipam-operator,https://github.com/redhat-cop/egressip-ipam-operator,22,31,13,101,2020-03-04,2023-02-15
dell-csi-operator,dell,A repo for the CSI operator for all Dell storage arrays,https://github.com/dell/dell-csi-operator,12,18,19,183,2020-03-27,2023-03-20
gemini,FairwindsOps,[alpha] Automated backups of PersistentVolumeClaims in Kubernetes using VolumeSnapshots,https://github.com/FairwindsOps/gemini,19,242,20,187,2020-03-28,2023-03-20
samsahai,agoda-com,Dependencies verification system with Kubernetes Operator,https://github.com/agoda-com/samsahai,9,71,10,202,2020-03-17,2023-03-07
k8s-image-availability-exporter,deckhouse,Alert if an image used in Kubernetes cannot be pulled from container registry,https://github.com/deckhouse/k8s-image-availability-exporter,18,162,11,56,2020-03-27,2023-03-01
aiven-operator,aiven,Provision and manage Aiven Services from your Kubernetes cluster.,https://github.com/aiven/aiven-operator,10,19,65,452,2020-03-04,2023-03-20
Celery-Kubernetes-Operator,celery,An operator to manage celery clusters on Kubernetes (Work in Progress),https://github.com/celery/Celery-Kubernetes-Operator,6,68,10,56,2020-03-29,2023-02-16
charmhub.io,canonical,,https://github.com/canonical/charmhub.io,23,7,15,878,2020-03-09,2023-03-20
kubernetes-image-puller-operator,che-incubator,,https://github.com/che-incubator/kubernetes-image-puller-operator,5,13,11,157,2020-03-04,2023-01-17
orchestrate-kubernetes,ConsenSys,Orchestrate deployment scripts kubernetes example,https://github.com/ConsenSys/orchestrate-kubernetes,10,17,20,100,2020-03-09,2022-09-07
helm-charts,temporalio,Temporal Helm charts,https://github.com/temporalio/helm-charts,212,169,21,303,2020-03-20,2023-03-17
koperator-docs,banzaicloud,Documentation for Koperator - the operator for managing Apache Kafka on Kubernetes,https://github.com/banzaicloud/koperator-docs,15,4,10,283,2020-03-16,2023-03-17
che-release,eclipse-che,Eclipse Che release orchestration scripts and tools,https://github.com/eclipse-che/che-release,15,0,31,405,2020-03-30,2023-01-25
dea-airflow,GeoscienceAustralia,,https://github.com/GeoscienceAustralia/dea-airflow,17,28,22,2600,2020-03-17,2023-03-21
cass-config-builder,datastax,Configuration builder for Apache Cassandra based on definitions at datastax/cass-config-definitions,https://github.com/datastax/cass-config-builder,18,7,12,82,2020-03-13,2023-03-20
flipop,digitalocean,Floating IP Controller for Kubernetes,https://github.com/digitalocean/flipop,3,20,96,36,2020-03-09,2023-02-25
terraform-aws-eks-jx,jenkins-x,A Terraform module for creating Jenkins X infrastructure on AWS,https://github.com/jenkins-x/terraform-aws-eks-jx,25,61,23,209,2020-03-06,2022-11-29
aaw-kubeflow-manifests,StatCan,Kustomize installation manifests for Kubeflow,https://github.com/StatCan/aaw-kubeflow-manifests,4,7,12,214,2020-03-30,2023-03-16
IBM-db2-blockchain-insurance-application,IBM,Leveraging IBM DB2’s Federation Capabilities to Perform SQL Analytics on a Sample Blockchain Insurance Application using Hyperledger Fabric,https://github.com/IBM/IBM-db2-blockchain-insurance-application,14,8,13,9,2020-03-23,2022-12-10
insights-docs,FairwindsOps,Documentation for Fairwinds Insights,https://github.com/FairwindsOps/insights-docs,4,2,19,673,2020-03-10,2023-03-20
prometheus-parser-rs,HewlettPackard,a Rust library for parsing and validating Prometheus query expressions,https://github.com/HewlettPackard/prometheus-parser-rs,4,9,11,8,2020-03-24,2023-01-05
izpbx,ugoviti,izPBX is a Turnkey Cloud Native Telephony System powered by Asterisk Engine and FreePBX Management GUI,https://github.com/ugoviti/izpbx,41,87,10,587,2020-03-23,2023-03-17
kube-app-testing,giantswarm,Use KIND to test application deployment using app-operator and chart-operator,https://github.com/giantswarm/kube-app-testing,1,1,16,148,2020-03-25,2023-01-23
security-profiles-operator,kubernetes-sigs,The Kubernetes Security Profiles Operator,https://github.com/kubernetes-sigs/security-profiles-operator,75,469,15,1650,2020-04-24,2023-03-20
ClusterSecret,zakkg3,Kubernetes ClusterSecret operator.,https://github.com/zakkg3/ClusterSecret,43,246,13,158,2020-04-24,2023-03-01
helm-controller,fluxcd,"The GitOps Toolkit Helm reconciler, for declarative Helming",https://github.com/fluxcd/helm-controller,107,295,17,916,2020-04-23,2023-03-20
charmcraft,canonical,"Collaborate, build and publish charmed operators for Kubernetes, Linux and Windows.",https://github.com/canonical/charmcraft,56,47,15,2251,2020-04-20,2023-03-21
github-actions-runner-operator,evryfs,K8S operator for scheduling github actions runner pods,https://github.com/evryfs/github-actions-runner-operator,48,393,10,506,2020-04-17,2023-03-20
awesome-baremetal,alexellis,Bare-metal is awesome. Let's share our favourite tools.,https://github.com/alexellis/awesome-baremetal,93,1397,69,46,2020-04-15,2022-12-22
moco,cybozu-go,MySQL operator on Kubernetes using GTID-based semi-synchronous replication.,https://github.com/cybozu-go/moco,13,203,23,1206,2020-04-27,2023-03-19
aws-secret-sidecar-injector,aws-samples,Kubernetes mutating webhook to fetch secrets from AWS Secrets Manager,https://github.com/aws-samples/aws-secret-sidecar-injector,38,139,17,106,2020-04-28,2022-09-08
group-sync-operator,redhat-cop,Synchronizes groups from external providers into OpenShift,https://github.com/redhat-cop/group-sync-operator,54,88,18,199,2020-04-25,2023-03-18
secret-agent,ForgeRock,Generate random Kubernetes secrets and optionally store them in a Cloud Secret Manager,https://github.com/ForgeRock/secret-agent,14,14,13,149,2020-04-27,2023-03-13
upgrade,openebs,contains components that help with OpenEBS data engine upgrades,https://github.com/openebs/upgrade,18,10,15,122,2020-04-24,2022-09-30
helm-ansible-template-exporter,redhat-nfvpe,This is a tool to convert Helm charts into Ansible Role,https://github.com/redhat-nfvpe/helm-ansible-template-exporter,7,7,10,51,2020-04-09,2023-01-24
daaas,StatCan,Documentation for the Data Analytics as a Service Platform,https://github.com/StatCan/daaas,11,66,15,309,2020-04-03,2023-03-20
Leetcode,webVueBlog,🎲【每日更新 question & answers】一个 ☝️ 正经的前端学习，每天进步一点点！手写源码，api，算法；包含JavaScript / Vue / React /  TypeScript /HTML / CSS / Nodejs / Leetcode……Suggest 👍,https://github.com/webVueBlog/Leetcode,65,365,11,293,2020-04-07,2022-07-12
charts,spotinst,Spot Helm Chart Repository for Kubernetes.,https://github.com/spotinst/charts,4,1,12,57,2020-04-22,2023-02-13
quickstart-eks-hashicorp-consul,aws-quickstart,AWS Quick Start Team,https://github.com/aws-quickstart/quickstart-eks-hashicorp-consul,9,15,11,95,2020-04-29,2022-11-30
common-chart,hahow,A Helm helper chart for building Helm charts,https://github.com/hahow/common-chart,3,7,16,93,2020-04-15,2023-02-15
semaphore-service-mirror,utilitywarehouse,,https://github.com/utilitywarehouse/semaphore-service-mirror,1,9,10,182,2020-04-03,2023-03-01
jaeger-operator-app,giantswarm,Operator pattern implementation for managing Jaeger,https://github.com/giantswarm/jaeger-operator-app,1,0,14,89,2020-04-23,2023-03-16
operator,VictoriaMetrics,Kubernetes operator for Victoria Metrics,https://github.com/VictoriaMetrics/operator,101,281,20,681,2020-05-09,2023-03-17
awx-operator,ansible,An Ansible AWX operator for Kubernetes built with Operator SDK and Ansible. 🤖,https://github.com/ansible/awx-operator,457,832,46,1104,2020-06-01,2023-03-20
dynatrace-operator,Dynatrace,Kubernetes / OpenShift operator to manage Dynatrace OneAgent and ActiveGate lifecycle,https://github.com/Dynatrace/dynatrace-operator,109,94,10,1186,2020-05-12,2023-03-20
pulumi-kubernetes-operator,pulumi,A Kubernetes Operator that automates the deployment of Pulumi Stacks,https://github.com/pulumi/pulumi-kubernetes-operator,42,146,16,296,2020-06-15,2023-03-16
aerospike-kubernetes-operator,aerospike,Kubernetes operator for the Aerospike database,https://github.com/aerospike/aerospike-kubernetes-operator,31,77,49,180,2020-05-08,2023-03-21
network-operator,Mellanox,Mellanox Network Operator,https://github.com/Mellanox/network-operator,25,95,17,687,2020-06-29,2023-03-20
tensile-kube,virtual-kubelet,A Kubernetes Provider,https://github.com/virtual-kubelet/tensile-kube,32,235,12,141,2020-06-25,2022-08-03
stackgres,ongres,"StackGres Operator, Full Stack PostgreSQL on Kubernetes // !! Mirror repository of https://gitlab.com/ongresinc/stackgres, only accept Merge Requests there.",https://github.com/ongres/stackgres,28,526,11,6249,2020-06-15,2023-03-19
gitops-operator,redhat-developer,An operator that gets you an ArgoCD for cluster configuration out-of-the-box on OpenShift along with the UI for visualizing environments.,https://github.com/redhat-developer/gitops-operator,62,105,14,512,2020-06-26,2023-03-20
verrazzano,verrazzano,Enterprise Container Platform for deploying cloud-native and traditional applications in multi-cloud and hybrid environments.,https://github.com/verrazzano/verrazzano,33,153,21,4959,2020-06-17,2023-03-21
fate-operator,kubeflow,Fate operator,https://github.com/kubeflow/fate-operator,16,38,11,22,2020-06-04,2023-02-09
jx-git-operator,jenkins-x,a simple operator to trigger a Job on a git commit in a repository,https://github.com/jenkins-x/jx-git-operator,37,26,10,233,2020-06-26,2023-03-16
nsx-container-plugin-operator,vmware,Kubernetes Operator for the NSX Container Plugin (NCP),https://github.com/vmware/nsx-container-plugin-operator,22,27,11,342,2020-06-10,2023-03-17
eks-operator,rancher,,https://github.com/rancher/eks-operator,25,14,25,213,2020-06-10,2023-03-20
craft,salesforce,CRAFT removes the language barrier to create Kubernetes Operators.,https://github.com/salesforce/craft,11,91,14,28,2020-06-02,2023-02-25
deployment-validation-operator,app-sre,The Deployment Validator Operator (DVO) checks deployments and other resources against a curated collection of best practices.,https://github.com/app-sre/deployment-validation-operator,34,39,12,228,2020-05-10,2023-03-14
samba-operator,samba-in-kubernetes,An operator for a Samba as a service on PVCs in kubernetes,https://github.com/samba-in-kubernetes/samba-operator,13,38,13,705,2020-05-19,2023-03-15
cloudformation-guard,aws-cloudformation,"Guard offers a policy-as-code domain-specific language (DSL) to write rules and validate JSON- and YAML-formatted data such as CloudFormation Templates, K8s configurations, and Terraform JSON plans/configurations against those rules.",https://github.com/aws-cloudformation/cloudformation-guard,147,1081,31,459,2020-06-12,2023-03-16
forklift-operator,kubev2v,"This repository has been archived, development moved to https://github.com/kubev2v/forklift",https://github.com/kubev2v/forklift-operator,19,17,11,416,2020-06-03,2022-11-04
KubeflowDojo,IBM,"Repository to hold code, instructions, demos and pointers to presentation assets for Kubeflow Dojo",https://github.com/IBM/KubeflowDojo,62,130,17,239,2020-06-11,2022-09-08
das-schiff,telekom,This is home of Das Schiff - Deutsche Telekom Technik's engine for Kubernetes Cluster as a Service (CaaS) in on-premise environment on top of bare-metal servers and VMs.,https://github.com/telekom/das-schiff,25,289,40,44,2020-06-15,2022-12-07
proposals,strimzi,Strimzi proposals,https://github.com/strimzi/proposals,38,29,17,64,2020-06-03,2023-03-17
landscaper,gardener,Development of Landscaper - A deployer for K8S workloads with integrated data flow engine.,https://github.com/gardener/landscaper,27,36,13,1114,2020-05-06,2023-03-21
helm-charts,hivemq,HiveMQ Helm charts,https://github.com/hivemq/helm-charts,15,17,16,146,2020-06-17,2023-03-16
hypercloud-install-guide,tmax-cloud,,https://github.com/tmax-cloud/hypercloud-install-guide,28,12,10,1159,2020-07-01,2022-11-09
linkerd-service-mesh-workshop,layer5io,"Linkerd service mesh training: workshop, slides, and labs",https://github.com/layer5io/linkerd-service-mesh-workshop,22,39,11,543,2020-06-20,2022-12-13
Ligase,finogeeks,"Ligase is a Golang-based implementation of Matrix homeserver, powered by finogeeks https://www.finogeeks.com/Finchat",https://github.com/finogeeks/Ligase,29,136,10,375,2020-05-20,2023-03-09
web-terminal-operator,redhat-developer,OpenShift Console Web Terminal,https://github.com/redhat-developer/web-terminal-operator,12,30,12,218,2020-06-04,2023-02-25
aws-account-shredder,openshift,"Repository to audit, service, and clean up leftover AWS resources",https://github.com/openshift/aws-account-shredder,24,9,46,169,2020-06-01,2023-02-16
awesome-repositories,eagleusb,Personal representation of my 4k github repositories stars.,https://github.com/eagleusb/awesome-repositories,11,71,10,685,2020-06-28,2023-03-21
assisted-service,openshift,,https://github.com/openshift/assisted-service,159,89,26,4598,2020-06-29,2023-03-21
saffire,FairwindsOps,[alpha] Controller to override image sources in the event that an image cannot be pulled.,https://github.com/FairwindsOps/saffire,6,106,16,92,2020-06-12,2023-03-20
crate-operator,crate,The CrateDB Kubernetes Operator provides a convenient way to run CrateDB clusters inside Kubernetes.,https://github.com/crate/crate-operator,3,16,22,421,2020-05-13,2023-03-16
bobbycar,sa-mw-dach,IoT Transportation demo using Red Hat OpenShift and Middleware technologies,https://github.com/sa-mw-dach/bobbycar,22,37,16,333,2020-05-13,2023-03-16
aws-efs-operator,openshift,Operator to manage AWS EFS on OpenShift,https://github.com/openshift/aws-efs-operator,19,4,43,109,2020-05-15,2022-09-16
jupyterhub-istio-proxy,splunk,JupyterHub proxy implementation for kubernetes clusters running istio service mesh,https://github.com/splunk/jupyterhub-istio-proxy,10,27,15,56,2020-06-03,2023-02-25
kupid,gardener,Inject scheduling criteria into target pods orthogonally by policy definition.,https://github.com/gardener/kupid,13,10,11,90,2020-05-26,2023-03-13
verrazzano-monitoring-operator,verrazzano,,https://github.com/verrazzano/verrazzano-monitoring-operator,4,4,18,257,2020-06-17,2023-03-20
sumologic-kubernetes-tools,SumoLogic,sumologic-kubernetes-tools,https://github.com/SumoLogic/sumologic-kubernetes-tools,5,5,12,443,2020-05-05,2023-03-21
assisted-test-infra,openshift,,https://github.com/openshift/assisted-test-infra,95,37,20,1924,2020-06-26,2023-03-21
ib-sriov-cni,openshift,InfiniBand SR-IOV CNI,https://github.com/openshift/ib-sriov-cni,15,2,15,129,2020-05-26,2023-03-14
udmi,faucetsdn,Universal Device Management Interface (UDMI) provides a high-level specification for the management and operation of physical IoT systems.,https://github.com/faucetsdn/udmi,33,33,10,622,2020-06-23,2023-03-20
awesome-hacking-lists,taielab,平常看到好的渗透hacking工具和多领域效率工具的集合,https://github.com/taielab/awesome-hacking-lists,173,747,26,106,2020-06-12,2023-03-20
dbaas-controller,percona-platform,dbaas-controller exposes a simplified API for managing Percona Kubernetes Operators.,https://github.com/percona-platform/dbaas-controller,4,4,17,231,2020-06-30,2023-03-20
openeo-geotrellis-kubernetes,Open-EO,Contains scripts to run openeo geotrellis backend on a Kubernetes cluster on DIAS.,https://github.com/Open-EO/openeo-geotrellis-kubernetes,2,3,13,297,2020-06-23,2023-03-15
aws-admission-controller,giantswarm,Enforces certain rules on custom resources in Giant Swarm Kubernetes clusters on AWS,https://github.com/giantswarm/aws-admission-controller,3,3,13,431,2020-06-09,2023-03-20
pf9ctl,platform9,CLI tool for Platform9 management,https://github.com/platform9/pf9ctl,3,4,20,294,2020-05-11,2023-03-20
azure-ad-pod-identity-app,giantswarm,Azure AD pod identity helm chart for Giant Swarm clusters,https://github.com/giantswarm/azure-ad-pod-identity-app,4,1,13,120,2020-06-18,2023-03-15
maintenance-controller,sapcc,A Kubernetes controller to manage node maintenance.,https://github.com/sapcc/maintenance-controller,1,8,32,298,2020-06-24,2023-03-21
