knausj_talon,knausj85,"Config for talon for Mac, Windows and Linux. Very much in progress.",https://github.com/knausj85/knausj_talon,629,403,16,1556,2020-02-13,2023-03-21
smi-spec,servicemeshinterface,Service Mesh Interface,https://github.com/servicemeshinterface/smi-spec,120,1021,78,255,2019-03-23,2022-08-03
descheduler,kubernetes-sigs,Descheduler for Kubernetes,https://github.com/kubernetes-sigs/descheduler,565,3231,49,1342,2017-07-28,2023-03-16
java-cheat-sheet,in28minutes,Java Tutorial For Beginners - Companion Reference,https://github.com/in28minutes/java-cheat-sheet,285,549,38,50,2017-10-25,2022-09-14
postgresql-patroni-container,canonical,PostgreSQL + Patroni Container,https://github.com/canonical/postgresql-patroni-container,2,0,11,11,2022-01-11,2023-03-02
erda-operator,erda-project,Erda operator creates and manages Erda platform running in Kubernetes.,https://github.com/erda-project/erda-operator,12,5,10,37,2021-07-22,2022-12-20
service-mesh-workshop-code,RedHatGov,:memo: A demo app to use in the Service Mesh workshop,https://github.com/RedHatGov/service-mesh-workshop-code,13,13,10,293,2020-09-15,2022-07-18
operator-github-webhook,camptocamp,,https://github.com/camptocamp/operator-github-webhook,1,0,14,369,2021-06-24,2023-03-17
wordpress-operator,bitpoke,Bitpoke Kubernetes operator for WordPress,https://github.com/bitpoke/wordpress-operator,35,187,14,308,2018-04-25,2023-02-25
cluster-ingress-operator,openshift,The Cluster Ingress Operator manages highly available network ingress for OpenShift,https://github.com/openshift/cluster-ingress-operator,167,59,24,1581,2018-08-16,2023-03-19
stack,bitpoke,Open-Source WordPress Infrastructure on Kubernetes,https://github.com/bitpoke/stack,29,140,14,374,2018-03-29,2023-02-15
m3db-operator,m3db,Kubernetes operator for M3DB,https://github.com/m3db/m3db-operator,33,134,10,230,2018-07-19,2023-03-06
registration,mosip,This repository contains modules for registration of an Individual,https://github.com/mosip/registration,103,3,10,28794,2020-01-17,2023-03-20
aws-efs-operator,openshift,Operator to manage AWS EFS on OpenShift,https://github.com/openshift/aws-efs-operator,19,4,43,109,2020-05-15,2022-09-16
aks-nat-agic,Azure-Samples,This sample shows how to create an AKS cluster that uses a NAT Gateway for outbound connections and Application Gateway Ingress Controller.,https://github.com/Azure-Samples/aks-nat-agic,12,16,11,36,2021-11-24,2022-12-05
community,knative,Knative governance and community material.,https://github.com/knative/community,214,202,29,901,2019-05-07,2023-03-17
operator,tigera,Kubernetes operator for installing Calico and Calico Enterprise,https://github.com/tigera/operator,103,124,21,2601,2019-05-11,2023-03-21
docs-tidb-operator,pingcap,Documentation for TiDB on Kubernetes in both English and Chinese.,https://github.com/pingcap/docs-tidb-operator,105,40,87,1199,2020-03-06,2023-03-20
cp-helm-charts,confluentinc,"The Confluent Platform Helm charts enable you to deploy Confluent Platform services on Kubernetes for development, test, and proof of concept environments.",https://github.com/confluentinc/cp-helm-charts,807,745,222,386,2018-04-06,2023-03-07
benchmark-wrapper,cloud-bulldozer,Python Library to run benchmarks,https://github.com/cloud-bulldozer/benchmark-wrapper,55,18,10,464,2019-06-07,2023-03-07
openfaas-cloud,openfaas,The Multi-user OpenFaaS Platform,https://github.com/openfaas/openfaas-cloud,234,767,27,905,2017-11-04,2023-03-10
docs-mysql-k8s,pivotal-cf,,https://github.com/pivotal-cf/docs-mysql-k8s,4,1,30,735,2020-10-26,2023-03-14
insights-docs,FairwindsOps,Documentation for Fairwinds Insights,https://github.com/FairwindsOps/insights-docs,4,2,19,673,2020-03-10,2023-03-20
splunk-otel-collector-operator,signalfx,Kubernetes Operator for OpenTelemetry Collector,https://github.com/signalfx/splunk-otel-collector-operator,9,8,12,376,2021-08-30,2023-03-20
harbor-app,giantswarm,Harbor App Template,https://github.com/giantswarm/harbor-app,1,0,14,83,2021-06-01,2023-03-15
cluster-kube-controller-manager-operator,openshift,The kube-controller-manager operator installs and maintains the kube-controller-manager on a cluster,https://github.com/openshift/cluster-kube-controller-manager-operator,106,36,16,1209,2018-09-12,2023-03-20
awx-resource-operator,ansible,,https://github.com/ansible/awx-resource-operator,24,19,12,145,2020-08-19,2023-03-20
percona-helm-charts,percona,Collection of Helm charts for Percona Kubernetes Operators.,https://github.com/percona/percona-helm-charts,103,80,11,475,2019-07-10,2023-03-20
foremast,intuit,Foremast adds application resiliency to Kubernetes by leveraging machine learnt patterns of application health to keep applications healthy and stable,https://github.com/intuit/foremast,37,130,15,445,2018-12-11,2023-03-01
docs,akash-network,Akash Network Official Documentation,https://github.com/akash-network/docs,78,59,19,1098,2019-08-31,2023-03-15
terraform-on-aws-ec2,stacksimplify,"Terraform On AWS for EC2, VPC, ASG, ALB, CLB, NLB, CloudWatch, SNS, S3, CodePipeline, ACM, Route53",https://github.com/stacksimplify/terraform-on-aws-ec2,2143,331,27,7,2021-05-14,2023-01-12
VictoriaMetrics,VictoriaMetrics,"VictoriaMetrics: fast, cost-effective monitoring solution and time series database",https://github.com/VictoriaMetrics/VictoriaMetrics,817,8186,135,5976,2018-09-30,2023-03-21
terraform-helm-charts,streamnative,,https://github.com/streamnative/terraform-helm-charts,8,7,11,153,2021-07-30,2023-02-22
cosmos-aks-samples,Azure-Samples,"A secure Web reference application using AKS with Managed Identity, Key Vault, and Cosmos DB that is designed to be deploy ",https://github.com/Azure-Samples/cosmos-aks-samples,14,11,12,55,2022-08-03,2022-09-15
metacontroller-framework,sandstorm,Framework for writing Kubernetes Metacontrollers (http://metacontroller.app) with TypeScript,https://github.com/sandstorm/metacontroller-framework,1,14,10,16,2018-12-28,2022-12-09
bevel-operator-fabric,hyperledger,Hyperledger Fabric Kubernetes operator - Hyperledger Fabric operator for Kubernetes (v2.3+),https://github.com/hyperledger/bevel-operator-fabric,60,186,40,218,2020-11-29,2023-03-13
silence-operator,giantswarm,silence-operator manages Alertmanager silences via custom resources,https://github.com/giantswarm/silence-operator,3,26,12,214,2020-11-01,2023-03-15
postgres-operator,zalando,Postgres operator creates and manages PostgreSQL clusters running in Kubernetes,https://github.com/zalando/postgres-operator,851,3180,61,1241,2017-05-12,2023-03-20
airflow,apache,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",https://github.com/apache/airflow,12084,29529,757,19199,2015-04-13,2023-03-21
container-native-spring-postgresql,redhat-cop,,https://github.com/redhat-cop/container-native-spring-postgresql,11,21,14,142,2018-01-16,2022-09-22
system-upgrade-controller,rancher,"In your Kubernetes, upgrading your nodes",https://github.com/rancher/system-upgrade-controller,65,462,19,132,2019-12-23,2023-03-15
homebrew-noobaa,noobaa,homebrew tap for noobaa :cloud: :computer:,https://github.com/noobaa/homebrew-noobaa,3,5,14,96,2019-08-16,2022-12-05
K8s-training-official,StenlyTU,The goal of this tutorial is to give you a good understanding of Kubernetes.,https://github.com/StenlyTU/K8s-training-official,170,299,22,18,2020-10-23,2022-09-30
kURL,replicatedhq,"Production-grade, airgapped Kubernetes installer combining upstream k8s with overlays and popular components",https://github.com/replicatedhq/kURL,70,648,26,6533,2019-07-25,2023-03-21
luigi,platform9,The plumber you'll hire to install all your Kubernetes network plumbing,https://github.com/platform9/luigi,3,14,20,100,2020-09-03,2023-03-21
orchestrate-helm,ConsenSys,This GitHub project is the source for Orchestrate Helm chart repositories.,https://github.com/ConsenSys/orchestrate-helm,3,8,24,34,2021-01-11,2022-09-13
kubernikus,sapcc,Kubernetes as a Service for Openstack,https://github.com/sapcc/kubernikus,28,129,42,2182,2017-04-24,2023-03-17
astronomer-providers,astronomer,Airflow Providers containing Deferrable Operators & Sensors from Astronomer,https://github.com/astronomer/astronomer-providers,23,104,33,514,2021-07-23,2023-03-21
k8ssandra,k8ssandra,K8ssandra is an open-source distribution of Apache Cassandra for Kubernetes including API services and operational tooling.,https://github.com/k8ssandra/k8ssandra,125,405,13,875,2020-10-18,2023-02-24
awesome-kafka,semantalytics,,https://github.com/semantalytics/awesome-kafka,30,157,13,87,2018-06-01,2022-12-01
istio-service-mesh-workshop,layer5io,Using Istio Workshop,https://github.com/layer5io/istio-service-mesh-workshop,169,243,15,494,2018-03-26,2022-12-06
helm-controller,fluxcd,"The GitOps Toolkit Helm reconciler, for declarative Helming",https://github.com/fluxcd/helm-controller,107,295,17,916,2020-04-23,2023-03-20
zookeeper-operator,canonical,Source for Zookeeper VM Charm,https://github.com/canonical/zookeeper-operator,4,2,10,218,2022-05-12,2023-03-21
zfs-localpv,openebs,CSI Driver for dynamic provisioning of Persistent Local Volumes for Kubernetes using ZFS.,https://github.com/openebs/zfs-localpv,72,263,23,275,2019-08-21,2023-02-25
akri,project-akri,A Kubernetes Resource Interface for the Edge,https://github.com/project-akri/akri,117,923,40,431,2020-10-09,2023-03-10
operatorkit,giantswarm,An opinionated Go framework for developing Kubernetes operators,https://github.com/giantswarm/operatorkit,16,198,21,478,2017-04-10,2023-03-15
kubernetes-kafka,Yolean,"Kafka cluster as Kubernetes StatefulSet, plain manifests and config",https://github.com/Yolean/kubernetes-kafka,743,1782,60,805,2016-09-05,2023-02-17
Apple-Silicon-Guide,mikeroyal,"Apple Silicon Guide. Learn all about the A16 Bionic, M1, M1 Pro, M1 Max, M1 Ultra, and M2 chips. Along with all the Devices, Operating Systems, Tools, and Software that Apple Silicon powers.",https://github.com/mikeroyal/Apple-Silicon-Guide,50,1017,30,269,2021-10-24,2023-03-21
example-bank,IBM,Deploy a customer loyalty back-end application with Java and Node microservices on IBM’s managed OpenShift.,https://github.com/IBM/example-bank,98,52,16,182,2020-02-03,2023-01-09
ptp-operator,openshift,Manage cluster PTP configuration,https://github.com/openshift/ptp-operator,47,27,17,494,2019-09-19,2023-03-21
csi-volumegroup-snapshotter,dell,csi-volumegroup-snapshotter controller to support crash-consistent operations for snapshots of group of volumes,https://github.com/dell/csi-volumegroup-snapshotter,0,3,12,104,2021-06-18,2022-11-17
cassandra-operator,instaclustr,Kubernetes operator for Apache Cassandra,https://github.com/instaclustr/cassandra-operator,62,235,19,338,2018-04-04,2023-01-30
every-single-day-i-tldr,sderosiaux,"A daily digest of the articles or videos I've found interesting, that I want to share with you.",https://github.com/sderosiaux/every-single-day-i-tldr,20,299,47,2970,2016-10-07,2023-03-12
intellij-openshift-connector,redhat-developer,IntelliJ OpenShift Toolkit,https://github.com/redhat-developer/intellij-openshift-connector,14,10,13,435,2019-02-11,2023-02-17
etcd-backup-operator,giantswarm,Creates etcd backups and uploads them to AWS S3,https://github.com/giantswarm/etcd-backup-operator,4,3,12,404,2020-01-09,2023-03-15
group-sync-operator,redhat-cop,Synchronizes groups from external providers into OpenShift,https://github.com/redhat-cop/group-sync-operator,54,88,18,199,2020-04-25,2023-03-18
kube-fluentd-operator,vmware,Auto-configuration of Fluentd daemon-set based on Kubernetes metadata,https://github.com/vmware/kube-fluentd-operator,90,310,14,473,2018-03-26,2023-03-16
Fast-Kubernetes,omerbsezer,"This repo covers Kubernetes Environment with LABs: Kubectl, Pod, Deployment, Service, PV, PVC, Kubeadm, Helm, etc.",https://github.com/omerbsezer/Fast-Kubernetes,288,798,17,351,2021-12-14,2023-03-10
chaosblade-operator,chaosblade-io,chaosblade operator for kubernetes experiments,https://github.com/chaosblade-io/chaosblade-operator,76,138,19,126,2019-11-03,2023-01-06
RISC-V-Guide,mikeroyal,RISC-V Guide. Learn all about the RISC-V computer architecture along with the Development Tools and Operating Systems to develop on RISC-V hardware.,https://github.com/mikeroyal/RISC-V-Guide,19,281,11,59,2020-12-15,2023-01-25
api,openshift,Canonical location of the OpenShift API definition.,https://github.com/openshift/api,358,74,29,2845,2017-10-26,2023-03-20
scylla-operator,scylladb,The Kubernetes Operator for ScyllaDB,https://github.com/scylladb/scylla-operator,126,252,32,1165,2018-12-11,2023-03-20
podtato-head,podtato-head,Demo App for TAG App Delivery,https://github.com/podtato-head/podtato-head,135,295,12,405,2020-10-21,2023-03-01
kcp,kcp-dev,kcp is a Kubernetes-like control plane for workloads on many clusters,https://github.com/kcp-dev/kcp,323,1916,36,5087,2021-03-31,2023-03-21
security-profiles-operator,kubernetes-sigs,The Kubernetes Security Profiles Operator,https://github.com/kubernetes-sigs/security-profiles-operator,75,469,15,1650,2020-04-24,2023-03-20
stash,stashed,🛅 Backup your Kubernetes Stateful Applications,https://github.com/stashed/stash,87,1174,23,1233,2017-02-28,2023-03-18
helm-georchestra,georchestra,geOrchestra helm chart,https://github.com/georchestra/helm-georchestra,4,0,22,119,2022-01-13,2023-03-16
supergraph-demo,apollographql,🍿 Compose subgraphs into a Federation v1 supergraph at build-time with static composition to power a federated graph router at runtime.,https://github.com/apollographql/supergraph-demo,43,114,10,668,2021-03-31,2023-03-17
redis-k8s-operator,canonical,Operator Charm for Redis,https://github.com/canonical/redis-k8s-operator,6,2,15,61,2021-01-28,2023-03-03
gcp-project-operator,openshift,Operator responsible for managing GCP projects and credentials.,https://github.com/openshift/gcp-project-operator,46,29,45,386,2019-10-18,2023-03-07
tlaplus-monitor,onosproject,Tools for conformance monitoring on Kubernetes with TLA+,https://github.com/onosproject/tlaplus-monitor,7,17,14,24,2020-02-25,2022-07-11
infinispan-operator,infinispan,Infinispan Operator,https://github.com/infinispan/infinispan-operator,44,33,10,1053,2019-01-14,2023-03-20
dpu-network-operator,openshift,The operator manages the ovn-kube components running on the DPU card for enabling OVS hardware offloading.,https://github.com/openshift/dpu-network-operator,16,14,15,97,2021-10-15,2023-03-17
coolstore-portfolio,OpenShiftDemos,,https://github.com/OpenShiftDemos/coolstore-portfolio,2,2,11,53,2022-10-06,2023-03-17
td-redis-operator,tongdun,"一款强大的云原生redis-operator，经过大规模生产级运行考验，支持分布式集群、支持主备切换等缓存集群解决方案…The powerful cloud-native redis-operator, which has passed the test of large-scale production-level operation, supports distributed clusters and active/standby switching ...",https://github.com/tongdun/td-redis-operator,84,451,29,254,2021-10-25,2023-03-02
fabric-test,hyperledger,A collection of utilities used to test the core Hyperledger Fabric projects,https://github.com/hyperledger/fabric-test,128,150,18,1272,2017-07-26,2023-02-28
slo-generator,globocom,Easy setup a service level objective using prometheus,https://github.com/globocom/slo-generator,17,126,13,65,2019-08-05,2022-11-07
service-ca-operator,openshift,Controller to mint and manage serving certificates for Kubernetes services,https://github.com/openshift/service-ca-operator,59,36,16,404,2018-09-10,2023-03-14
resource,giantswarm,,https://github.com/giantswarm/resource,1,0,14,136,2019-09-11,2023-03-15
container-security-operator,quay,Identify image vulnerabilities in Kubernetes pods,https://github.com/quay/container-security-operator,29,89,10,119,2019-10-28,2022-12-07
weblogic-kubernetes-operator,oracle,WebLogic Kubernetes Operator,https://github.com/oracle/weblogic-kubernetes-operator,209,231,57,8848,2017-12-05,2023-03-21
file-integrity-operator,openshift,Operator providing OpenShift cluster node file integrity checking,https://github.com/openshift/file-integrity-operator,24,29,18,650,2019-12-03,2023-03-20
appeal-planning-decision,Planning-Inspectorate,Planning Inspectorate appeals website,https://github.com/Planning-Inspectorate/appeal-planning-decision,5,4,11,3440,2020-10-12,2023-03-20
awesome-kubernetes-security,ksoclabs,A curated list of awesome Kubernetes security resources,https://github.com/ksoclabs/awesome-kubernetes-security,110,777,28,44,2019-05-21,2023-03-06
clusterlint,digitalocean,A best practices checker for Kubernetes clusters. 🤠,https://github.com/digitalocean/clusterlint,43,514,24,299,2019-06-10,2023-03-06
terraform-k8s-flux-bootstrap,limejump,Bootstrap Weave Flux on k8s with a Github repo,https://github.com/limejump/terraform-k8s-flux-bootstrap,11,18,19,68,2019-03-07,2022-07-05
v6d,v6d-io,"vineyard (v6d): an in-memory immutable data manager. (Project under CNCF, TAG-Storage)",https://github.com/v6d-io/v6d,93,687,28,1000,2020-10-23,2023-03-21
howtheyaws,upgundecha,A curated collection of publicly available resources on how technology and tech-savvy organizations around the world use Amazon Web Services (AWS),https://github.com/upgundecha/howtheyaws,76,597,31,33,2021-02-17,2023-03-10
pipeline_mvp,mapaction,,https://github.com/mapaction/pipeline_mvp,5,1,20,326,2020-07-14,2022-09-06
iam-infra,mozilla-iam,This repo contains the resources and configuration needed to create the Mozilla IAM infrastructure,https://github.com/mozilla-iam/iam-infra,12,14,10,532,2018-06-19,2023-01-20
personal-server,erebe,Personal server configuration with k3s,https://github.com/erebe/personal-server,163,2977,104,363,2020-10-21,2023-03-19
awesome-elixir,h4cc,"A curated list of amazingly awesome Elixir and Erlang libraries, resources and shiny things. Updates:",https://github.com/h4cc/awesome-elixir,1126,11789,375,2074,2014-07-01,2023-03-02
vald,vdaas,Vald.  A Highly Scalable Distributed Vector Search Engine,https://github.com/vdaas/vald,59,1117,13,1798,2019-07-07,2023-03-20
mirror-operator,ocadotechnology,,https://github.com/ocadotechnology/mirror-operator,2,0,10,117,2018-04-25,2022-12-01
terraform-provider-kubectl,gavinbunney,Terraform provider to handle raw kubernetes manifest yaml files,https://github.com/gavinbunney/terraform-provider-kubectl,80,438,13,662,2019-08-26,2023-03-07
awesome-zsh-plugins,unixorn,"A collection of ZSH frameworks, plugins, themes and tutorials.",https://github.com/unixorn/awesome-zsh-plugins,497,12559,176,4849,2014-10-07,2023-03-19
enterprise_gateway,jupyter-server,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across distributed clusters such as Apache Spark, Kubernetes and others.",https://github.com/jupyter-server/enterprise_gateway,203,550,42,1322,2017-04-21,2023-03-21
cluster-kube-scheduler-operator,openshift,Installs and maintains the kube-scheduler on a cluster.,https://github.com/openshift/cluster-kube-scheduler-operator,68,21,19,859,2018-09-24,2023-03-20
awesome-perl,uhub,"A curated list of awesome Perl frameworks, libraries and software.",https://github.com/uhub/awesome-perl,21,78,13,100,2015-08-12,2023-03-12
crane,migtools,"Tool for migrating Kubernetes workloads, and their data, between clusters.",https://github.com/migtools/crane,21,23,16,104,2021-04-26,2023-03-10
k8gb,k8gb-io,A cloud native Kubernetes Global Balancer,https://github.com/k8gb-io/k8gb,66,552,16,850,2019-11-27,2023-03-21
maya,openebs,Manage Container Attached Storage (CAS) - Data Engines in Kubernetes,https://github.com/openebs/maya,201,180,23,1799,2016-10-06,2023-03-07
flinkk8soperator,lyft,Kubernetes operator that provides control plane for managing Apache Flink applications,https://github.com/lyft/flinkk8soperator,158,494,368,119,2019-05-30,2023-03-20
night,talkgo,Weekly Go Online Meetup via Bilibili｜Go 夜读｜通过 bilibili 在线直播的方式分享 Go 相关的技术话题，每天大家在微信/telegram/Slack 上及时沟通交流编程技术话题。,https://github.com/talkgo/night,1132,11201,737,1002,2018-03-17,2023-03-16
bookkeeper-operator,pravega,Kubernetes Operator for bookkeeper,https://github.com/pravega/bookkeeper-operator,18,13,12,108,2020-01-16,2023-02-17
kube-fledged,senthilrch,"A kubernetes operator for creating and managing a cache of container images directly on the cluster worker nodes, so application pods start almost instantly",https://github.com/senthilrch/kube-fledged,95,927,20,480,2018-10-26,2023-03-11
policy,coredns,CoreDNS external plugin to provide in-process policies as well as external policy services,https://github.com/coredns/policy,15,46,11,77,2018-05-09,2023-03-14
forgeops,ForgeRock,ForgeRock platform assets for Kubernetes deployment. Contains the files you need to build your own Docker images and to deploy the ForgeRock Identity Platform on Kubernetes clusters.,https://github.com/ForgeRock/forgeops,234,150,46,7496,2017-10-27,2023-03-20
terraform-aws-ec2-instance-group,cloudposse,Terraform Module for provisioning multiple general purpose EC2 hosts for stateful applications.,https://github.com/cloudposse/terraform-aws-ec2-instance-group,35,17,18,27,2018-05-26,2023-03-16
ckan-cloud-docker,datopian,Docker images and compose environment for local development and testing of ckan-cloud,https://github.com/datopian/ckan-cloud-docker,21,21,16,335,2018-11-07,2022-10-31
armada,airshipit,An orchestrator for managing a collection of Kubernetes Helm charts.,https://github.com/airshipit/armada,13,44,10,687,2018-05-17,2023-03-20
aap_utilities,redhat-cop,Ansible Collection for roles and other objects for general use with Tower,https://github.com/redhat-cop/aap_utilities,26,35,20,305,2020-08-06,2023-03-14
rollout-operator,grafana,Kubernetes Rollout Operator,https://github.com/grafana/rollout-operator,7,77,96,42,2021-07-12,2023-03-16
aws-orbit-workbench,awslabs,"A Data Platform built for AWS, powered by Kubernetes.",https://github.com/awslabs/aws-orbit-workbench,24,122,13,875,2020-10-08,2023-03-14
applicationset-progressive-sync,Skyscanner,Progressive sync controller for Argo ApplicationSet,https://github.com/Skyscanner/applicationset-progressive-sync,4,104,13,117,2021-01-28,2023-01-31
agent,grafana,Telemetry agent for the LGTM stack.,https://github.com/grafana/agent,292,1004,115,1504,2019-11-25,2023-03-20
onepassword-operator,1Password,The 1Password Connect Kubernetes Operator provides the ability to integrate Kubernetes Secrets with 1Password. The operator also handles autorestarting deployments when 1Password items are updated.,https://github.com/1Password/onepassword-operator,52,372,21,220,2020-12-09,2023-03-18
container-experience-kits,intel,,https://github.com/intel/container-experience-kits,42,66,14,133,2017-11-23,2023-02-18
Azure-Guide,mikeroyal,"Microsoft Azure Guide. Learn all about Microsoft Azure Tools, Services, and Certifications.",https://github.com/mikeroyal/Azure-Guide,17,138,11,27,2021-04-11,2023-01-14
KubeflowDojo,IBM,"Repository to hold code, instructions, demos and pointers to presentation assets for Kubeflow Dojo",https://github.com/IBM/KubeflowDojo,62,130,17,239,2020-06-11,2022-09-08
splunk-otel-collector,signalfx,,https://github.com/signalfx/splunk-otel-collector,119,125,22,1664,2020-09-29,2023-03-20
osb-elasticsearch,evoila,Open Service Broker providing Elasticsearch Service Instances. Compatible with Cloud Foundry and Kubernetes Open Service Broker API implementations.,https://github.com/evoila/osb-elasticsearch,4,4,11,241,2016-09-12,2022-10-20
openeo-geotrellis-kubernetes,Open-EO,Contains scripts to run openeo geotrellis backend on a Kubernetes cluster on DIAS.,https://github.com/Open-EO/openeo-geotrellis-kubernetes,2,3,13,297,2020-06-23,2023-03-15
rbac-lookup,FairwindsOps,"Easily find roles and cluster roles attached to any user, service account, or group name in your Kubernetes cluster",https://github.com/FairwindsOps/rbac-lookup,42,722,28,236,2018-08-02,2023-03-20
testkube,kubeshop,☸️ Kubernetes-native testing framework for test execution and orchestration,https://github.com/kubeshop/testkube,70,714,17,1852,2021-07-01,2023-03-21
multicluster-observability-operator,stolostron,Operator for Multi-Cluster Monitoring with Thanos.,https://github.com/stolostron/multicluster-observability-operator,44,40,14,1344,2020-03-26,2023-03-18
jx-git-operator,jenkins-x,a simple operator to trigger a Job on a git commit in a repository,https://github.com/jenkins-x/jx-git-operator,37,26,10,233,2020-06-26,2023-03-16
ibm-spectrum-scale-csi,IBM,"The IBM Spectrum Scale Container Storage Interface (CSI) project enables container orchestrators, such as Kubernetes and OpenShift, to manage the life-cycle of persistent storage.",https://github.com/IBM/ibm-spectrum-scale-csi,34,50,16,1362,2020-01-17,2023-03-21
Ligase,finogeeks,"Ligase is a Golang-based implementation of Matrix homeserver, powered by finogeeks https://www.finogeeks.com/Finchat",https://github.com/finogeeks/Ligase,29,136,10,375,2020-05-20,2023-03-09
cnf-features-deploy,openshift-kni,Kustomize configs for installing CNF features and e2e functional tests for verifying feature deployment/integration,https://github.com/openshift-kni/cnf-features-deploy,113,46,15,1923,2020-01-09,2023-03-18
galaxy-helm,galaxyproject,Minimal setup required to run Galaxy under Kubernetes,https://github.com/galaxyproject/galaxy-helm,33,27,14,810,2016-09-29,2023-03-17
crate-operator,crate,The CrateDB Kubernetes Operator provides a convenient way to run CrateDB clusters inside Kubernetes.,https://github.com/crate/crate-operator,3,16,22,421,2020-05-13,2023-03-16
troubleshoot,replicatedhq,Preflight Checks and Support Bundles Framework for Kubernetes Applications,https://github.com/replicatedhq/troubleshoot,81,421,22,1362,2019-07-08,2023-03-21
jx,jenkins-x,Jenkins X provides automated CI+CD for Kubernetes with Preview Environments on Pull Requests using Cloud Native pipelines from Tekton,https://github.com/jenkins-x/jx,785,4348,120,12132,2018-01-05,2023-03-20
connect-helm-charts,1Password,Helm Charts for deploying 1Password Connect and the 1Password Connect Kubernetes Operator,https://github.com/1Password/connect-helm-charts,43,56,13,260,2021-01-25,2023-03-07
weblogic-toolkit-ui,oracle,WebLogic Kubernetes Toolkit UI,https://github.com/oracle/weblogic-toolkit-ui,6,23,16,638,2021-10-11,2023-03-20
MMdnn,microsoft,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML.",https://github.com/microsoft/MMdnn,977,5694,186,1084,2017-08-16,2022-09-22
telegraf-operator,influxdata,telegraf-operator helps monitor application on Kubernetes with Telegraf,https://github.com/influxdata/telegraf-operator,36,73,20,73,2019-11-29,2023-03-07
observability-operator,redhat-developer,Operator installing the Telemetry stack in a Kubernetes cluster and installing the metrics and alerts,https://github.com/redhat-developer/observability-operator,31,14,29,558,2020-12-03,2023-03-20
sneller,SnellerInc,"Vectorized SQL for JSON at scale: fast, simple, schemaless",https://github.com/SnellerInc/sneller,27,725,14,997,2022-03-25,2023-03-16
kubergrunt,gruntwork-io,"Kubergrunt is a standalone go binary with a collection of commands to fill in the gaps between Terraform, Helm, and Kubectl. https://www.gruntwork.io",https://github.com/gruntwork-io/kubergrunt,69,418,23,315,2019-01-13,2023-03-17
opentelemetry-prometheus-sidecar,lightstep,The OpenTelemetry Prometheus sidecar runs alongside the Prometheus Server and exports your metrics data to an OpenTelemetry Protocol endpoint.,https://github.com/lightstep/opentelemetry-prometheus-sidecar,1,13,48,290,2020-10-01,2022-07-28
machine-config-operator,openshift,,https://github.com/openshift/machine-config-operator,348,216,31,4605,2018-07-25,2023-03-21
CyberSecurity,Berkanktk,This is a repository where i collect my knowledge to different kind of topics related to cybersecurity.,https://github.com/Berkanktk/CyberSecurity,18,356,11,290,2021-10-10,2023-03-13
kubeflow-manifests,oneconvergence,,https://github.com/oneconvergence/kubeflow-manifests,0,0,13,845,2021-03-25,2022-09-20
kubebuilder,kubernetes-sigs,Kubebuilder - SDK for building Kubernetes APIs using CRDs,https://github.com/kubernetes-sigs/kubebuilder,1245,6274,90,3009,2018-03-14,2023-03-20
awesome-csirt,Spacial,Awesome CSIRT is an curated list of links and resources in security and CSIRT daily activities.,https://github.com/Spacial/awesome-csirt,74,311,31,387,2016-05-23,2023-02-03
terraform-aws-cloudtrail-cloudwatch-alarms,cloudposse,Terraform module for creating alarms for tracking important changes and occurrences from cloudtrail.,https://github.com/cloudposse/terraform-aws-cloudtrail-cloudwatch-alarms,71,187,23,36,2018-06-22,2022-08-18
harbor-operator,goharbor,Kubernetes operator for Harbor service components,https://github.com/goharbor/harbor-operator,87,294,29,1035,2020-03-11,2023-03-10
model_server,openvinotoolkit,A scalable inference server for models optimized with OpenVINO™,https://github.com/openvinotoolkit/model_server,158,562,27,1801,2018-09-26,2023-03-20
mysql-k8s-operator,canonical,,https://github.com/canonical/mysql-k8s-operator,9,2,15,263,2020-11-30,2023-03-20
indexer,graphprotocol,Graph Protocol indexer components and infrastructure,https://github.com/graphprotocol/indexer,78,196,32,1444,2020-07-07,2023-03-17
service-fabrik-broker,cloudfoundry,Cloud Foundry service broker which provisions service instances as Docker containers and BOSH deployments.,https://github.com/cloudfoundry/service-fabrik-broker,48,40,19,2474,2016-09-20,2023-03-14
fabric-operator,hyperledger-labs,Hyperledger Fabric Kubernetes Operator,https://github.com/hyperledger-labs/fabric-operator,26,41,13,61,2022-06-07,2023-03-15
external-dns-operator,openshift,The ExternalDNS Operator provides simplified ExternalDNS controller management.,https://github.com/openshift/external-dns-operator,27,14,14,334,2021-06-14,2023-03-14
k8s-audit-metrics,giantswarm,Kubernetes apiserver audit log metrics exporter,https://github.com/giantswarm/k8s-audit-metrics,3,2,12,128,2020-11-30,2023-03-15
multi-tenancy-gitops,cloud-native-toolkit,"Provides our opinionated point of view on how GitOps can be used to manage the infrastructure, services and application layers of K8s based systems",https://github.com/cloud-native-toolkit/multi-tenancy-gitops,730,91,13,234,2021-03-23,2023-03-19
