kubebuilder-watchlist-operator,rahul799,,https://github.com/rahul799/kubebuilder-watchlist-operator,0,0,2,2021-02-10
stepjob-operator,vega-punk,,https://github.com/vega-punk/stepjob-operator,0,0,1,2022-10-24
free5gc-operator,stevenchiu30801,free5GC Operator provides automation of free5GC network slices for BANS 5GC,https://github.com/stevenchiu30801/free5gc-operator,1,3,3,2020-03-04
pequod,soal-one,Cue Transform Operator,https://github.com/soal-one/pequod,0,0,0,2022-10-28
mysql-operator,zhyass,,https://github.com/zhyass/mysql-operator,1,0,1,2021-04-08
network-profile-operator,williamcaban,Network Profiles for Telco 5G Networks,https://github.com/williamcaban/network-profile-operator,0,1,0,2021-09-23
dummy-operator,piyush1146115,A dummy Kubernetes operator,https://github.com/piyush1146115/dummy-operator,0,1,1,2023-01-08
hello-world-operator,u2386,,https://github.com/u2386/hello-world-operator,0,0,2,2020-08-23
cmd-operator-dev,komish,,https://github.com/komish/cmd-operator-dev,1,1,2,2020-06-17
jitsi-operator,lukas15442,OpenShift Jitsi Operator,https://github.com/lukas15442/jitsi-operator,0,1,3,2020-08-27
hello-operator,konfortes,k8s operator using operator-sdk,https://github.com/konfortes/hello-operator,0,0,2,2020-01-29
kong-operator-for-k8s,MadeByMakers,Kong Operator for Kubernetes,https://github.com/MadeByMakers/kong-operator-for-k8s,0,0,0,2022-02-03
kubeswitch,danielfoehrKn,The kubectx  for operators.,https://github.com/danielfoehrKn/kubeswitch,41,514,4,2019-12-30
memcached-operator,par97,,https://github.com/par97/memcached-operator,0,0,1,2022-05-04
operator,popozy,memcached-operator demo following guide in https://sdk.operatorframework.io/docs/building-operators/golang/quickstart/#steps,https://github.com/popozy/operator,0,0,2,2021-04-21
apusic-aas-operator,jstage,,https://github.com/jstage/apusic-aas-operator,0,0,2,2020-10-28
postgres-operator,zalando,Postgres operator creates and manages PostgreSQL clusters running in Kubernetes,https://github.com/zalando/postgres-operator,851,3178,61,2017-05-12
operator-example-memcached,natifridman,,https://github.com/natifridman/operator-example-memcached,0,0,1,2021-10-28
k8s-resourcequota-autoscaler,mrueg,A Kubernetes Operator to autoscale resource quota for Kubernetes namespaces,https://github.com/mrueg/k8s-resourcequota-autoscaler,1,4,2,2021-05-13
daemonset-operator,wu0407,graceful update daemonset,https://github.com/wu0407/daemonset-operator,0,0,0,2020-05-15
bookkeeper-operator,pravega,Kubernetes Operator for bookkeeper,https://github.com/pravega/bookkeeper-operator,18,13,12,2020-01-16
bridge-operator,giantswarm,,https://github.com/giantswarm/bridge-operator,3,0,15,2019-06-07
ochacafe-operator-intro,oracle-japan,,https://github.com/oracle-japan/ochacafe-operator-intro,0,0,3,2021-11-05
codebase-operator,yemelanooov,This operator prepares codebase repositories in order to use them in CI/CD process.,https://github.com/yemelanooov/codebase-operator,1,0,0,2020-07-02
network-device-operator,zshi-redhat,,https://github.com/zshi-redhat/network-device-operator,0,0,2,2021-03-13
heat-operator,rabi,,https://github.com/rabi/heat-operator,0,0,1,2022-11-08
vm-scheduler-operator-ad,abhijeetdandekar333,,https://github.com/abhijeetdandekar333/vm-scheduler-operator-ad,0,0,1,2023-01-19
tfServing_simple_operator,danrusei,Tensoflow Serving example K8s Operator,https://github.com/danrusei/tfServing_simple_operator,1,0,1,2019-10-21
task-operator,umutkocasarac,Task Operator,https://github.com/umutkocasarac/task-operator,0,0,1,2020-03-26
multicloud-operators-subscription-release,stolostron,Managing helm release with operators for multicloud.,https://github.com/stolostron/multicloud-operators-subscription-release,10,4,23,2019-09-26
managed-velero-operator,openshift,Operator to manage installation of Velero in OpenShift Managed environments,https://github.com/openshift/managed-velero-operator,46,23,45,2019-08-06
newrelic-kubernetes-operator,newrelic,Operator to create New Relic configuration in Kubernetes,https://github.com/newrelic/newrelic-kubernetes-operator,15,39,17,2020-01-24
dynatrace-extensions-operator,dlopes7,,https://github.com/dlopes7/dynatrace-extensions-operator,0,1,4,2021-05-05
ibm-auditlogging-operator,IBM,Operator used to install IBM audit logging service,https://github.com/IBM/ibm-auditlogging-operator,8,4,12,2020-01-21
dbaas-backing-operator,bmozaffa,,https://github.com/bmozaffa/dbaas-backing-operator,0,0,1,2021-04-24
testOperator,ryan2333,,https://github.com/ryan2333/testOperator,0,0,2,2021-10-27
fluent-pvc-operator,st-tech,fluent-pvc-operator is a Kubernetes Operator that aims to dynamically provision PVCs to Pods. This Operator make you possible to attach a disposable PVC to a Pod without issuing PVCs in advance.,https://github.com/st-tech/fluent-pvc-operator,0,4,13,2021-06-29
aliyun_ecs_operator,gxxxh,,https://github.com/gxxxh/aliyun_ecs_operator,0,0,1,2022-11-15
flask_operator,takeyan,,https://github.com/takeyan/flask_operator,0,0,2,2020-06-18
graphnode-operator,streamingfast,Operator for k8s actions on graph-node (ex: tests),https://github.com/streamingfast/graphnode-operator,0,0,3,2021-07-28
gocd-operator,webmobix,,https://github.com/webmobix/gocd-operator,0,0,2,2020-02-20
operator,CSYE-7374-Advanced-Cloud-Computing,,https://github.com/CSYE-7374-Advanced-Cloud-Computing/operator,0,0,1,2020-04-07
pocket-v1-operator,lander2k2,,https://github.com/lander2k2/pocket-v1-operator,1,2,3,2022-08-23
nginx-go-operator,LostInBrittany,,https://github.com/LostInBrittany/nginx-go-operator,0,1,1,2022-10-28
znc-k8s-operator,headcr4sh,Kubernetes Operator to manager ZNC Internet Relay Chat Bouncer instances,https://github.com/headcr4sh/znc-k8s-operator,0,2,1,2020-03-18
csi-baremetal-operator,dell,,https://github.com/dell/csi-baremetal-operator,13,14,3,2021-03-10
registry-operator,tmax-cloud,hypercloud registry operator,https://github.com/tmax-cloud/registry-operator,0,0,4,2020-10-12
multicloud-operators-subscription,open-cluster-management-io,Enables multicluster application delivery.,https://github.com/open-cluster-management-io/multicloud-operators-subscription,33,33,3,2021-06-22
Kube-Operator-Sidecar,YokeCheng,实践通过Kubebuilder完成pod中增加sidecar的Operator功能,https://github.com/YokeCheng/Kube-Operator-Sidecar,0,1,1,2022-06-22
loki-operator,ViaQ,,https://github.com/ViaQ/loki-operator,11,29,11,2021-02-12
apimatic-codegen-operator,apimatic,RedHat OpenShift Certified Kubernetes Operator for deploying APIMatic CodeGen to Kubernetes and RedHat OpenShift clusters,https://github.com/apimatic/apimatic-codegen-operator,1,0,1,2022-05-31
redis-operator,escoffier,an example of building a simple redis-operator using the operator-sdk CLI tool and controller-runtime library API.,https://github.com/escoffier/redis-operator,0,0,1,2020-09-14
ratelimit-operator,voteva,,https://github.com/voteva/ratelimit-operator,0,1,1,2020-07-13
moelyon-operator,krislint,,https://github.com/krislint/moelyon-operator,0,0,1,2021-07-31
podset-operator,hrishin,step by step guide to write custom kubernetes controller,https://github.com/hrishin/podset-operator,4,11,2,2019-05-24
ibm-vpc-block-csi-driver-operator,openshift,Operator to install and maintain the IBM VPC Block CSI driver on an openshift cluster,https://github.com/openshift/ibm-vpc-block-csi-driver-operator,15,0,13,2021-08-04
run-once-duration-override-operator,openshift,Operator deploying webhook that makes it possible to override activeDeadlineSecondsOverride field during pod admission,https://github.com/openshift/run-once-duration-override-operator,3,0,9,2023-01-09
memcached-operator,lcordero,,https://github.com/lcordero/memcached-operator,0,0,1,2020-03-22
mysql-go-operator,kajolasabe,,https://github.com/kajolasabe/mysql-go-operator,0,0,1,2020-06-05
ember-csi-operator,embercsi,Operator to create/configure/manage Ember CSI Driver atop Kubernetes/OpenShift,https://github.com/embercsi/ember-csi-operator,6,3,3,2018-07-27
grpc-demo-operator,drhelius,,https://github.com/drhelius/grpc-demo-operator,0,1,2,2020-06-10
geode-operator,davinash,Apache Geode K8 Operator,https://github.com/davinash/geode-operator,0,0,2,2020-10-03
etcd-operator,ellistarn,,https://github.com/ellistarn/etcd-operator,0,0,0,2021-11-03
kstone-etcd-operator,kstone-io,kstone-etcd-operator is a subproject of etcd cluster management platform kstone. It's inspired by etcd-operator. And has more complete support for persistent storage and better disaster tolerance.,https://github.com/kstone-io/kstone-etcd-operator,6,15,6,2022-02-20
go-custom-k8s-operator,kuritka,Golang Custom K8s Operator,https://github.com/kuritka/go-custom-k8s-operator,0,0,0,2022-11-07
temporal-operator,alexandrevilain,Temporal Kubernetes Operator,https://github.com/alexandrevilain/temporal-operator,6,48,3,2022-04-23
webhook-playground-operator,david6983,,https://github.com/david6983/webhook-playground-operator,0,0,1,2022-10-03
visitors-operator,redhat-scholars,Kubernetes operator for the Visitors sample app (visitors-service & visitors-webui),https://github.com/redhat-scholars/visitors-operator,0,0,14,2021-10-24
drill-operator,goarano,Apache Drill and Zookeeper Operator,https://github.com/goarano/drill-operator,0,0,2,2022-03-18
pipecd-operator,ShotaKitazawa,K8s Operator of github.com/pipe-cd/pipe,https://github.com/ShotaKitazawa/pipecd-operator,0,7,1,2020-11-12
appservice,futuretea,operator demo,https://github.com/futuretea/appservice,0,0,1,2019-09-16
nginx-operator-demo,jimmikristensen,Demo kubernetes operator with operator-sdk,https://github.com/jimmikristensen/nginx-operator-demo,0,0,1,2022-12-01
weshare-k8s-operator,bbenlazreg,,https://github.com/bbenlazreg/weshare-k8s-operator,0,0,1,2019-11-27
fate-operator,kubeflow,Fate operator,https://github.com/kubeflow/fate-operator,16,38,11,2020-06-04
doorman-operator,OchiengEd,Lessons on writing operators,https://github.com/OchiengEd/doorman-operator,0,1,2,2019-11-18
memcached-operator,James-Moore,Operator SDK memcached-operator example,https://github.com/James-Moore/memcached-operator,0,0,1,2020-08-17
etcd-operator,noovertime7,etcd-operator,https://github.com/noovertime7/etcd-operator,0,0,1,2022-10-25
prometheus-meta-operator,giantswarm,,https://github.com/giantswarm/prometheus-meta-operator,2,14,14,2019-12-16
k8s-namespace-operator,naveensrinivasan,Watches the k8s namespace and creates secret,https://github.com/naveensrinivasan/k8s-namespace-operator,0,0,2,2020-11-05
cronjob,mpaulgreen,cronjob-operator,https://github.com/mpaulgreen/cronjob,0,0,1,2022-10-19
volume-expander-operator,redhat-cop,,https://github.com/redhat-cop/volume-expander-operator,11,16,9,2020-10-21
mock-operator,malike,,https://github.com/malike/mock-operator,0,1,1,2023-01-15
mysql-operator3,Sher-Chowdhury,,https://github.com/Sher-Chowdhury/mysql-operator3,0,0,1,2021-09-09
db_operator,dierbei,db operator,https://github.com/dierbei/db_operator,0,0,1,2023-01-17
mongodb-kubernetes-operator,brentgroves,,https://github.com/brentgroves/mongodb-kubernetes-operator,0,0,2,2022-12-31
redis-cluster-operator,ucloud,Redis Cluster Operator creates and manages Redis Clusters atop Kubernetes.,https://github.com/ucloud/redis-cluster-operator,123,314,18,2019-09-20
percona-server-mysql-operator,percona,Percona Operator for MySQL,https://github.com/percona/percona-server-mysql-operator,12,41,36,2021-09-14
project-initialize-operator,redhat-cop,,https://github.com/redhat-cop/project-initialize-operator,7,9,11,2020-02-14
helixsaga-operator,Shanghai-Lunara,HelixSaga Kubernetes Custom Operator,https://github.com/Shanghai-Lunara/helixsaga-operator,0,0,2,2020-05-06
cached-certificate-operator,weave-lab,A Kubernetes operator that allows for automatic provisioning and distribution of cert-manager certs across namespaces,https://github.com/weave-lab/cached-certificate-operator,2,7,7,2022-01-18
app,chengyh2golang,operator-demo,https://github.com/chengyh2golang/app,0,0,1,2019-12-06
template-operator,flanksource,"template operator is a Kubernetes operator, for runtime, reconciliation-based templating providing a simple way to create composite CRD's and update/copy resources between namespaces and clusters",https://github.com/flanksource/template-operator,8,17,11,2020-09-11
dgraph-operator,dgraph-io,Dgraph Operator creates/configures/manages Dgraph clusters atop Kubernetes,https://github.com/dgraph-io/dgraph-operator,5,20,23,2019-12-26
sync-secrets-controller,xunleii,A simple operator that share a secret to other namespaces,https://github.com/xunleii/sync-secrets-controller,2,4,3,2020-03-06
ghost-operator,somi3k,Kubernetes Operator for Ghost [github.com/TryGhost],https://github.com/somi3k/ghost-operator,0,2,0,2019-04-26
cluster-ingress-operator,openshift,The Cluster Ingress Operator manages highly available network ingress for OpenShift,https://github.com/openshift/cluster-ingress-operator,167,59,24,2018-08-16
basicK8sOperator,MustafaSaber,"This is equivalent to ""Hello, World!"" but for k8s operators.",https://github.com/MustafaSaber/basicK8sOperator,0,1,1,2021-09-17
csye7374-operator,Ashutosh-Shukla-zz,A Kubernetes operator to create s3 folders,https://github.com/Ashutosh-Shukla-zz/csye7374-operator,0,0,3,2019-12-05
vm-operator,vmware-tanzu,Self-service manage your virtual infrastructure...,https://github.com/vmware-tanzu/vm-operator,22,69,16,2021-02-19
discourse-operator,oconnormi,Kubernetes Operator for managing Discourse,https://github.com/oconnormi/discourse-operator,0,0,1,2021-05-29
redis-operator,harmonycloud,"Run redis on kubernetes, support cluster, and sentinel",https://github.com/harmonycloud/redis-operator,2,5,1,2021-06-09
operator-demo,chaochao3113,,https://github.com/chaochao3113/operator-demo,0,0,1,2020-04-16
tkn-github-status,kcloutie,Kubernetes operator that sets the status of a Tekton pipelineRun on a github commit,https://github.com/kcloutie/tkn-github-status,0,0,1,2023-01-25
operator-helpers,kube-operators,Kubernetes operators helpers,https://github.com/kube-operators/operator-helpers,0,0,2,2020-03-08
mattermost-operator,gridgentoo,Mattermost Operator for Kubernetes,https://github.com/gridgentoo/mattermost-operator,0,0,2,2020-11-03
graphql-mesh-operator,onelittlenightmusic,Aggregate OpenAPI endpoints etc inside Kubernetes and expose GraphQL API outside Kubernetes,https://github.com/onelittlenightmusic/graphql-mesh-operator,0,3,2,2020-03-29
permission-claim-operator,thetechnick,,https://github.com/thetechnick/permission-claim-operator,1,0,2,2022-06-24
memcached-operator,helen-frank,,https://github.com/helen-frank/memcached-operator,0,0,1,2022-06-21
memcached-operator,houshengbo,,https://github.com/houshengbo/memcached-operator,0,0,2,2021-03-10
smart-cd-operator,DevYoungHulk,,https://github.com/DevYoungHulk/smart-cd-operator,0,0,1,2022-03-14
dns-endpoint-operator,dmitrievav,"It is a Kubernetes operator that helps you automatically create and update endpoints, associated with external kubernetes services, by periodically resolving a given DNS name to a list of IPs.",https://github.com/dmitrievav/dns-endpoint-operator,0,5,3,2020-12-06
at-operator,dharmit,,https://github.com/dharmit/at-operator,0,0,1,2023-03-17
aci-k8s-operator,jgomezve,Kubernetes Operator to manage Segmentation Policies on a ACI Fabric running the Cisco CNI,https://github.com/jgomezve/aci-k8s-operator,0,1,1,2022-03-29
pipeline-operator,chenleji,data exchange scheduling platform,https://github.com/chenleji/pipeline-operator,2,1,1,2019-07-25
myoperator,gzlj,operator-sdk demo,https://github.com/gzlj/myoperator,0,0,2,2019-09-01
go,enj,Kitchen sink for Go libraries,https://github.com/enj/go,7,1,2,2019-05-08
kube-gateway-operator,kubevirt-ui,The operator manages the installation of kube-gateway. kube-gateway allow access to k8s API using time limited access tokens.,https://github.com/kubevirt-ui/kube-gateway-operator,1,1,2,2021-03-06
demo-operator,vinamra28,,https://github.com/vinamra28/demo-operator,0,0,2,2021-07-16
dweller-operator,prnvkv,,https://github.com/prnvkv/dweller-operator,0,1,1,2020-10-30
openstack-cinder-csi-driver-operator,openshift,Operator for OpenStack Cinder CSI Driver to manage its lifecycle,https://github.com/openshift/openstack-cinder-csi-driver-operator,21,2,14,2020-09-07
new-descheduler-operator,damemi,temp home for the descheduler operator rework,https://github.com/damemi/new-descheduler-operator,0,0,1,2020-01-17
alertojon.io-operator,AlertoJon-io,,https://github.com/AlertoJon-io/alertojon.io-operator,0,0,1,2022-01-05
operator-marketplace,operator-framework,Marketplace Operator,https://github.com/operator-framework/operator-marketplace,94,96,17,2018-08-28
hstream-operator,hstreamdb,A Kubernetes Operator for HStreamDB,https://github.com/hstreamdb/hstream-operator,5,7,4,2022-11-01
etcd-operator,YunShiTiger,etcd-operator learn,https://github.com/YunShiTiger/etcd-operator,0,0,1,2021-03-02
memcached-operator-rukpak-plain-v0,laxmikantbpandhare,,https://github.com/laxmikantbpandhare/memcached-operator-rukpak-plain-v0,0,0,1,2022-10-04
pod-cleanup-operator,akhil-rane,"A kubernetes controller that deletes terminating, completed or failed pods after certain predefined time interval",https://github.com/akhil-rane/pod-cleanup-operator,0,0,2,2022-07-13
log-collector-operator,fanfengqiang,,https://github.com/fanfengqiang/log-collector-operator,0,0,1,2022-08-24
knative-jar-operator,slinkydeveloper,,https://github.com/slinkydeveloper/knative-jar-operator,0,0,2,2019-08-20
mywebapp-k8s-operator,akijakya,,https://github.com/akijakya/mywebapp-k8s-operator,0,0,2,2021-06-02
hive-health-operator,2uasimojo,Monitor the health of hive-controlled OpenShift clusters,https://github.com/2uasimojo/hive-health-operator,1,0,2,2021-06-25
notebook-operator,jlrosende,Kubernetes Jupyer Notebooks operator,https://github.com/jlrosende/notebook-operator,0,0,1,2021-07-16
sidecar-operator,ChinaLHR,Sidecar operator manages sidecar in the kubernetes cluster and injects sidecar into Pod in the kubernetes cluster,https://github.com/ChinaLHR/sidecar-operator,1,0,1,2022-01-26
memcached-operator,marshopy,,https://github.com/marshopy/memcached-operator,0,0,1,2020-05-22
apache-bench-operator,jomkz,An Kubernetes operator for running Jobs using the Apache HTTP server benchmarking tool.,https://github.com/jomkz/apache-bench-operator,0,9,1,2020-05-13
ibm-common-service-operator,IBM,Operator to install IBM Common Services,https://github.com/IBM/ibm-common-service-operator,60,13,9,2020-04-09
app-operator,Bryce-huang,,https://github.com/Bryce-huang/app-operator,0,1,1,2020-09-19
db-operator,zeabix-lab,Sample kubernetes CRD/Operator project for education purpose,https://github.com/zeabix-lab/db-operator,0,0,0,2023-01-07
mpi-operator,kubeflow,"Kubernetes Operator for MPI-based applications (distributed training, HPC, etc.)",https://github.com/kubeflow/mpi-operator,182,298,37,2018-05-26
opdemo,haozi4263,operator-sdk框架创建AppService,https://github.com/haozi4263/opdemo,1,0,2,2021-12-30
k8s-nignx-operator,okeas,开发简易版反向代理程序，结合k8s-operator。,https://github.com/okeas/k8s-nignx-operator,0,0,0,2022-11-19
cloudformation-operator,linki,A Kubernetes operator for managing CloudFormation stacks via a CustomResource,https://github.com/linki/cloudformation-operator,26,102,9,2017-12-14
dendronaut-operator-sdk,dskatz,,https://github.com/dskatz/dendronaut-operator-sdk,0,0,2,2019-12-18
app-operator,ktlcove,,https://github.com/ktlcove/app-operator,0,0,1,2021-11-09
oracle-operator,sunls24,Oracle Operator,https://github.com/sunls24/oracle-operator,0,0,1,2021-11-16
gdeyamlOperator,siangyeh8818,,https://github.com/siangyeh8818/gdeyamlOperator,0,2,3,2019-06-03
ldap-accounts-controller,digitalis-io,Sample code on creating a Kubernetes Operator using kubebuilder,https://github.com/digitalis-io/ldap-accounts-controller,0,2,2,2021-02-10
azure-msi-operator,webdevops,Operator for Azure Managed Service Identity inside Kubernetes (aad-pod-identity),https://github.com/webdevops/azure-msi-operator,0,2,6,2020-06-21
clickpaas-operator,clickpaas,,https://github.com/clickpaas/clickpaas-operator,1,0,3,2021-01-05
k8s-operator-nginx,opsdev91,,https://github.com/opsdev91/k8s-operator-nginx,0,0,1,2022-08-23
sample-operator,shailendra14k,Custom operator based on Operator-sdk,https://github.com/shailendra14k/sample-operator,1,0,0,2020-03-25
hello-operator,AlexsJones,A sample project built with kubebuilder,https://github.com/AlexsJones/hello-operator,0,0,1,2020-06-18
go-operator,chenbodeng719,,https://github.com/chenbodeng719/go-operator,1,0,1,2022-12-27
health-operator,amadev,k8s utility operator providing health CR,https://github.com/amadev/health-operator,0,0,2,2020-09-18
tomcat-operator,web-servers,Kubernetes Operator for Tomcat,https://github.com/web-servers/tomcat-operator,4,8,2,2019-07-16
operator,jverce,operator,https://github.com/jverce/operator,0,0,0,2022-09-25
asm-operator-proj,fyuan1316,,https://github.com/fyuan1316/asm-operator-proj,0,0,1,2020-12-25
csye7374-project-operator,mayankbarua,,https://github.com/mayankbarua/csye7374-project-operator,0,0,1,2020-04-24
Genoa-webhook,Coveros,Webhook for Genoa helm operator,https://github.com/Coveros/Genoa-webhook,1,0,5,2020-11-01
codimd-operator,giantswarm,,https://github.com/giantswarm/codimd-operator,1,0,17,2020-02-16
memcached-operator,jtikon,,https://github.com/jtikon/memcached-operator,0,0,1,2022-03-23
gitea-operator,redapt,Example kubernetes operator for Gitea source control,https://github.com/redapt/gitea-operator,1,1,9,2019-08-15
node-agent-operator,kenmoini,A Kubernetes Operator to deploy Guest VM agents and Out Of Band Management DaemonSets such as VirtualBMC,https://github.com/kenmoini/node-agent-operator,0,0,2,2021-04-14
corda-node-operator,orangesys,,https://github.com/orangesys/corda-node-operator,0,1,2,2020-11-28
cninf-operator,aviadsTraiana,,https://github.com/aviadsTraiana/cninf-operator,0,0,1,2022-05-15
my-operator,zouchunxu,,https://github.com/zouchunxu/my-operator,0,0,2,2021-10-10
guestbook-operator,adershrp,,https://github.com/adershrp/guestbook-operator,0,0,1,2021-02-03
coherence-operator,oracle,Oracle Coherence Operator,https://github.com/oracle/coherence-operator,26,92,21,2019-03-18
node-tagger,ouzi-dev,A Kubernetes operator that applies specified tags to all aws nodes of the cluster.,https://github.com/ouzi-dev/node-tagger,0,1,3,2020-03-06
gpu-operator,NVIDIA,NVIDIA GPU Operator creates/configures/manages GPUs atop Kubernetes,https://github.com/NVIDIA/gpu-operator,162,729,40,2019-02-26
memcached-operator,hangyan,test for operator sdk,https://github.com/hangyan/memcached-operator,0,0,2,2020-04-22
k8s-lab,marcosQuesada,"Monorepo dedicated to easy boostrap Kubernetes operators, controllers & CRDs. It's a kubernetes playground lab allowing dig on kubernetes internals.",https://github.com/marcosQuesada/k8s-lab,0,2,1,2022-03-22
ilm-operator,marcozov,Elasticsearch ILM Operator,https://github.com/marcozov/ilm-operator,0,1,3,2021-12-27
mysql-operator,gopixiu-io,,https://github.com/gopixiu-io/mysql-operator,8,6,1,2023-02-23
Prometheus-Operator,georgzerb,,https://github.com/georgzerb/Prometheus-Operator,0,0,0,2021-02-16
edp-component-operator,epam,Manage EDP Components,https://github.com/epam/edp-component-operator,2,0,5,2020-12-24
dynamic-secret-operator,linhng98,,https://github.com/linhng98/dynamic-secret-operator,1,2,2,2022-02-07
multi-tenancy-operator,ica10888,"A kubernetes operator manage for multi-tenancy, as namespaced helm chart package.",https://github.com/ica10888/multi-tenancy-operator,0,6,2,2020-06-04
app-operator,clyang82,,https://github.com/clyang82/app-operator,0,0,2,2019-12-09
must-gather-operator,masayag,must-gather-operator controls the creation of must-gather reports for given images by managing the MustGatherReport resource.,https://github.com/masayag/must-gather-operator,3,1,6,2019-09-29
2-super-secret-operator,sparkandgritt,,https://github.com/sparkandgritt/2-super-secret-operator,0,0,0,2023-01-28
operator,mjwolf,,https://github.com/mjwolf/operator,0,0,1,2022-10-31
hpa-operator,QAQ-rookie,Annotate in the workload and leave the rest to the hpa operator,https://github.com/QAQ-rookie/hpa-operator,0,0,0,2021-01-15
ibm-mongodb-operator,IBM,ibm-mongodb-operator,https://github.com/IBM/ibm-mongodb-operator,12,9,11,2020-02-12
etcd-operator,imliuda,,https://github.com/imliuda/etcd-operator,1,0,1,2022-05-03
mxnet-operator,kubeflow,A Kubernetes operator for mxnet jobs,https://github.com/kubeflow/mxnet-operator,34,53,25,2018-08-23
podset-operator,cfchase,,https://github.com/cfchase/podset-operator,0,0,1,2020-07-17
dmaas-operator,mayadata-io,data continuity operator,https://github.com/mayadata-io/dmaas-operator,2,2,7,2020-05-07
wordpress-operator,digihunch,kubernetes operator example,https://github.com/digihunch/wordpress-operator,0,0,1,2022-04-05
memcached-operator,zhqqqy,,https://github.com/zhqqqy/memcached-operator,0,0,1,2021-11-09
htk-cluster-config-operator,michaelgugino,,https://github.com/michaelgugino/htk-cluster-config-operator,0,0,1,2019-10-29
helm-operator,fluxcd,"Successor: https://github.com/fluxcd/helm-controller — The Flux Helm Operator, once upon a time a solution for declarative Helming.",https://github.com/fluxcd/helm-operator,266,656,14,2019-07-29
example-operator,thetechnick,Example operator for showcasing other projects,https://github.com/thetechnick/example-operator,0,0,2,2021-06-14
CompositionSDK,IBM,This SDK is an extension of RedHat operator SDK and is meant to to be used for GNF-Orchestrator composition feature,https://github.com/IBM/CompositionSDK,0,0,5,2021-04-04
bhagya-operator,Bhagyashreek8,Custom operator do automate helmchart installs through helmchart CRD,https://github.com/Bhagyashreek8/bhagya-operator,1,0,1,2021-03-30
sf-operator,softwarefactory-project,,https://github.com/softwarefactory-project/sf-operator,0,1,8,2022-04-27
mykind-operator,yeonwook1993,study-k8s-crd,https://github.com/yeonwook1993/mykind-operator,0,1,1,2021-05-07
k8s-operator-learn,ggvylf,,https://github.com/ggvylf/k8s-operator-learn,0,0,1,2023-03-18
