06:01:59 Pod redisoperator-56c8dfdfb-bv946 805:	Successfully assigned acto-namespace/redisoperator-56c8dfdfb-bv946 to acto-cluster-1-worker
06:02:07 Pod rfr-test-cluster-1 850:	Started container redis-exporter
06:02:42 Pod rfr-test-cluster-1 850:	Readiness probe failed: 
06:23:01 Pod rfr-test-cluster-1 850:	Stopping container redis
06:23:01 Pod rfr-test-cluster-1 850:	Stopping container redis-exporter
06:23:02 Pod rfr-test-cluster-1 850:	Readiness probe errored: rpc error: code = Unknown desc = failed to exec in container: container is in CONTAINER_EXITED state
06:23:02 Pod rfr-test-cluster-1 850:	Liveness probe errored: rpc error: code = Unknown desc = failed to exec in container: container is in CONTAINER_EXITED state
06:33:03 Pod rfr-test-cluster-1 4855:	Successfully assigned acto-namespace/rfr-test-cluster-1 to acto-cluster-1-worker3
06:33:04 Pod rfr-test-cluster-1 4860:	Container image "redis:6.2.6-alpine" already present on machine
06:33:04 Pod rfr-test-cluster-1 4860:	Created container redis
06:33:04 Pod rfr-test-cluster-1 4860:	Started container redis
06:33:04 Pod rfr-test-cluster-1 4860:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:33:04 Pod rfr-test-cluster-1 4860:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 116.917082ms
06:33:04 Pod rfr-test-cluster-1 4860:	Created container redis-exporter
06:33:07 Pod rfr-test-cluster-1 4860:	Started container redis-exporter
06:33:45 Pod rfr-test-cluster-1 4860:	Readiness probe failed: 
06:02:02 Pod rfr-test-cluster-2 849:	Successfully assigned acto-namespace/rfr-test-cluster-2 to acto-cluster-1-worker2
06:02:03 Pod rfr-test-cluster-2 854:	Container image "redis:6.2.6-alpine" already present on machine
06:02:03 Pod rfr-test-cluster-2 854:	Created container redis
06:02:04 Pod rfr-test-cluster-2 854:	Started container redis
06:02:04 Pod rfr-test-cluster-2 854:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:02:04 Pod rfr-test-cluster-2 854:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 309.260597ms
06:02:04 Pod rfr-test-cluster-2 854:	Created container redis-exporter
06:02:07 Pod rfr-test-cluster-2 854:	Started container redis-exporter
06:02:42 Pod rfr-test-cluster-2 854:	Readiness probe failed: 
06:23:05 Pod rfr-test-cluster-2 854:	Stopping container redis
06:23:05 Pod rfr-test-cluster-2 854:	Stopping container redis-exporter
06:33:03 Pod rfr-test-cluster-2 4859:	Successfully assigned acto-namespace/rfr-test-cluster-2 to acto-cluster-1-worker2
06:33:04 Pod rfr-test-cluster-2 4864:	Container image "redis:6.2.6-alpine" already present on machine
06:33:04 Pod rfr-test-cluster-2 4864:	Created container redis
06:33:04 Pod rfr-test-cluster-2 4864:	Started container redis
06:33:04 Pod rfr-test-cluster-2 4864:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:33:04 Pod rfr-test-cluster-2 4864:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 112.122456ms
06:33:04 Pod rfr-test-cluster-2 4864:	Created container redis-exporter
06:33:07 Pod rfr-test-cluster-2 4864:	Started container redis-exporter
06:33:45 Pod rfr-test-cluster-2 4864:	Readiness probe failed: 
06:02:01 PodDisruptionBudget rfr-test-cluster 833:	No matching pods found
06:02:02 StatefulSet rfr-test-cluster 838:	create Pod rfr-test-cluster-0 in StatefulSet rfr-test-cluster successful
06:02:02 StatefulSet rfr-test-cluster 838:	create Pod rfr-test-cluster-1 in StatefulSet rfr-test-cluster successful
06:02:02 StatefulSet rfr-test-cluster 838:	create Pod rfr-test-cluster-2 in StatefulSet rfr-test-cluster successful
06:23:03 StatefulSet rfr-test-cluster 3834:	create Pod rfr-test-cluster-1 in StatefulSet rfr-test-cluster failed error: Pod "rfr-test-cluster-1" is invalid: [spec.containers[1].env[0].valueFrom.fieldRef.fieldPath: Invalid value: "ACTOKEY": error converting fieldPath: field label not supported: ACTOKEY, spec.containers[1].env[0].valueFrom.resourceFieldRef.resource: Unsupported value: "ACTOKEY": supported values: "limits.cpu", "limits.ephemeral-storage", "limits.memory", "requests.cpu", "requests.ephemeral-storage", "requests.memory", spec.containers[1].env[0].valueFrom.configMapKeyRef.name: Invalid value: "ACTOKEY": a lowercase RFC 1123 subdomain must consist of lower case alphanumeric characters, '-' or '.', and must start and end with an alphanumeric character (e.g. 'example.com', regex used for validation is '[a-z0-9]([-a-z0-9]*[a-z0-9])?(\.[a-z0-9]([-a-z0-9]*[a-z0-9])?)*'), spec.containers[1].env[0].valueFrom: Invalid value: "": may not have more than one field specified at a time]
06:23:36 StatefulSet rfr-test-cluster 3834:	create Pod rfr-test-cluster-0 in StatefulSet rfr-test-cluster failed error: Pod "rfr-test-cluster-0" is invalid: [spec.containers[1].env[0].valueFrom.fieldRef.fieldPath: Invalid value: "ACTOKEY": error converting fieldPath: field label not supported: ACTOKEY, spec.containers[1].env[0].valueFrom.resourceFieldRef.resource: Unsupported value: "ACTOKEY": supported values: "limits.cpu", "limits.ephemeral-storage", "limits.memory", "requests.cpu", "requests.ephemeral-storage", "requests.memory", spec.containers[1].env[0].valueFrom.configMapKeyRef.name: Invalid value: "ACTOKEY": a lowercase RFC 1123 subdomain must consist of lower case alphanumeric characters, '-' or '.', and must start and end with an alphanumeric character (e.g. 'example.com', regex used for validation is '[a-z0-9]([-a-z0-9]*[a-z0-9])?(\.[a-z0-9]([-a-z0-9]*[a-z0-9])?)*'), spec.containers[1].env[0].valueFrom: Invalid value: "": may not have more than one field specified at a time]
06:02:02 Pod rfs-test-cluster-54df69f8df-2nsd5 867:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-2nsd5 to acto-cluster-1-worker3
06:02:03 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Container image "redis:6.2.6-alpine" already present on machine
06:02:03 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Created container sentinel-config-copy
06:02:18 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Started container sentinel-config-copy
06:02:19 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Container image "redis:6.2.6-alpine" already present on machine
06:02:20 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Created container sentinel
06:02:20 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Started container sentinel
06:05:53 Pod rfs-test-cluster-54df69f8df-2nsd5 869:	Stopping container sentinel
06:16:42 Pod rfs-test-cluster-54df69f8df-4xxbj 2951:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-4xxbj to acto-cluster-1-worker3
06:16:43 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Container image "redis:6.2.6-alpine" already present on machine
06:16:43 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Created container sentinel-config-copy
06:16:58 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Started container sentinel-config-copy
06:17:00 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Container image "redis:6.2.6-alpine" already present on machine
06:17:01 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Created container sentinel
06:17:01 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Started container sentinel
06:21:07 Pod rfs-test-cluster-54df69f8df-4xxbj 2955:	Stopping container sentinel
06:17:32 Pod rfs-test-cluster-54df69f8df-6jldw 3078:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-6jldw to acto-cluster-1-worker
06:17:33 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Container image "redis:6.2.6-alpine" already present on machine
06:17:33 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Created container sentinel-config-copy
06:17:46 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Started container sentinel-config-copy
06:17:48 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Container image "redis:6.2.6-alpine" already present on machine
06:17:48 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Created container sentinel
06:17:48 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Started container sentinel
06:20:16 Pod rfs-test-cluster-54df69f8df-6jldw 3081:	Stopping container sentinel
06:15:50 Pod rfs-test-cluster-54df69f8df-8zg4f 2826:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-8zg4f to acto-cluster-1-worker2
06:15:50 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Container image "redis:6.2.6-alpine" already present on machine
06:15:50 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Created container sentinel-config-copy
06:16:03 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Started container sentinel-config-copy
06:16:05 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Container image "redis:6.2.6-alpine" already present on machine
06:16:07 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Created container sentinel
06:16:07 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Started container sentinel
06:21:57 Pod rfs-test-cluster-54df69f8df-8zg4f 2831:	Stopping container sentinel
06:02:02 Pod rfs-test-cluster-54df69f8df-gm8cw 872:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-gm8cw to acto-cluster-1-worker2
06:02:03 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Container image "redis:6.2.6-alpine" already present on machine
06:02:03 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Created container sentinel-config-copy
06:02:19 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Started container sentinel-config-copy
06:02:22 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Container image "redis:6.2.6-alpine" already present on machine
06:02:22 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Created container sentinel
06:02:22 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Started container sentinel
06:07:34 Pod rfs-test-cluster-54df69f8df-gm8cw 880:	Stopping container sentinel
06:02:02 Pod rfs-test-cluster-54df69f8df-mn4ck 873:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-mn4ck to acto-cluster-1-worker
06:02:03 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Container image "redis:6.2.6-alpine" already present on machine
06:02:03 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Created container sentinel-config-copy
06:02:19 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Started container sentinel-config-copy
06:02:21 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Container image "redis:6.2.6-alpine" already present on machine
06:02:21 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Created container sentinel
06:02:21 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Started container sentinel
06:06:43 Pod rfs-test-cluster-54df69f8df-mn4ck 879:	Stopping container sentinel
06:09:30 Pod rfs-test-cluster-54df69f8df-tgjrf 1951:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-tgjrf to acto-cluster-1-worker3
06:09:31 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Container image "redis:6.2.6-alpine" already present on machine
06:09:31 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Created container sentinel-config-copy
06:09:43 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Started container sentinel-config-copy
06:09:45 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Container image "redis:6.2.6-alpine" already present on machine
06:09:46 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Created container sentinel
06:09:46 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Started container sentinel
06:13:56 Pod rfs-test-cluster-54df69f8df-tgjrf 1954:	Stopping container sentinel
06:08:40 Pod rfs-test-cluster-54df69f8df-tjf9v 1831:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-tjf9v to acto-cluster-1-worker2
06:08:41 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Container image "redis:6.2.6-alpine" already present on machine
06:08:41 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Created container sentinel-config-copy
06:08:52 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Started container sentinel-config-copy
06:08:53 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Container image "redis:6.2.6-alpine" already present on machine
06:08:53 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Created container sentinel
06:08:54 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Started container sentinel
06:14:47 Pod rfs-test-cluster-54df69f8df-tjf9v 1834:	Stopping container sentinel
06:10:20 Pod rfs-test-cluster-54df69f8df-zqnql 2076:	Successfully assigned acto-namespace/rfs-test-cluster-54df69f8df-zqnql to acto-cluster-1-worker
06:10:21 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Container image "redis:6.2.6-alpine" already present on machine
06:10:21 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Created container sentinel-config-copy
06:10:33 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Started container sentinel-config-copy
06:10:35 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Container image "redis:6.2.6-alpine" already present on machine
06:10:35 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Created container sentinel
06:10:35 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Started container sentinel
06:13:06 Pod rfs-test-cluster-54df69f8df-zqnql 2079:	Stopping container sentinel
06:02:02 ReplicaSet rfs-test-cluster-54df69f8df 865:	Created pod: rfs-test-cluster-54df69f8df-2nsd5
06:02:02 ReplicaSet rfs-test-cluster-54df69f8df 865:	Created pod: rfs-test-cluster-54df69f8df-gm8cw
06:02:02 ReplicaSet rfs-test-cluster-54df69f8df 865:	Created pod: rfs-test-cluster-54df69f8df-mn4ck
06:05:53 ReplicaSet rfs-test-cluster-54df69f8df 1434:	Deleted pod: rfs-test-cluster-54df69f8df-2nsd5
06:06:43 ReplicaSet rfs-test-cluster-54df69f8df 1567:	Deleted pod: rfs-test-cluster-54df69f8df-mn4ck
06:07:34 ReplicaSet rfs-test-cluster-54df69f8df 1703:	Deleted pod: rfs-test-cluster-54df69f8df-gm8cw
06:08:40 ReplicaSet rfs-test-cluster-54df69f8df 1829:	Created pod: rfs-test-cluster-54df69f8df-tjf9v
06:09:30 ReplicaSet rfs-test-cluster-54df69f8df 1947:	Created pod: rfs-test-cluster-54df69f8df-tgjrf
06:10:20 ReplicaSet rfs-test-cluster-54df69f8df 2072:	Created pod: rfs-test-cluster-54df69f8df-zqnql
06:13:06 ReplicaSet rfs-test-cluster-54df69f8df 2440:	Deleted pod: rfs-test-cluster-54df69f8df-zqnql
06:13:56 ReplicaSet rfs-test-cluster-54df69f8df 2568:	Deleted pod: rfs-test-cluster-54df69f8df-tgjrf
06:14:47 ReplicaSet rfs-test-cluster-54df69f8df 2699:	Deleted pod: rfs-test-cluster-54df69f8df-tjf9v
06:15:50 ReplicaSet rfs-test-cluster-54df69f8df 2824:	Created pod: rfs-test-cluster-54df69f8df-8zg4f
06:16:42 ReplicaSet rfs-test-cluster-54df69f8df 2947:	Created pod: rfs-test-cluster-54df69f8df-4xxbj
06:17:32 ReplicaSet rfs-test-cluster-54df69f8df 3074:	Created pod: rfs-test-cluster-54df69f8df-6jldw
06:20:16 ReplicaSet rfs-test-cluster-54df69f8df 3432:	Deleted pod: rfs-test-cluster-54df69f8df-6jldw
06:21:07 ReplicaSet rfs-test-cluster-54df69f8df 3563:	Deleted pod: rfs-test-cluster-54df69f8df-4xxbj
06:21:57 ReplicaSet rfs-test-cluster-54df69f8df 3692:	Deleted pod: rfs-test-cluster-54df69f8df-8zg4f
06:13:06 Pod rfs-test-cluster-6769cd86cf-8zj5r 2453:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-8zj5r to acto-cluster-1-worker3
06:13:07 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Container image "redis:6.2.6-alpine" already present on machine
06:13:07 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Created container sentinel-config-copy
06:13:21 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Started container sentinel-config-copy
06:13:23 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Container image "redis:6.2.6-alpine" already present on machine
06:13:23 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Created container sentinel
06:13:25 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Started container sentinel
06:13:25 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:13:25 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 116.78204ms
06:13:25 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Created container sentinel-exporter
06:13:28 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Started container sentinel-exporter
06:17:32 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Stopping container sentinel
06:17:32 Pod rfs-test-cluster-6769cd86cf-8zj5r 2455:	Stopping container sentinel-exporter
06:13:56 Pod rfs-test-cluster-6769cd86cf-922dp 2580:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-922dp to acto-cluster-1-worker2
06:13:57 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Container image "redis:6.2.6-alpine" already present on machine
06:13:57 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Created container sentinel-config-copy
06:14:10 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Started container sentinel-config-copy
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Container image "redis:6.2.6-alpine" already present on machine
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Created container sentinel
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Started container sentinel
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 118.378968ms
06:14:12 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Created container sentinel-exporter
06:14:14 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Started container sentinel-exporter
06:16:42 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Stopping container sentinel
06:16:42 Pod rfs-test-cluster-6769cd86cf-922dp 2583:	Stopping container sentinel-exporter
06:05:03 Pod rfs-test-cluster-6769cd86cf-knzps 1323:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-knzps to acto-cluster-1-worker3
06:05:04 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Container image "redis:6.2.6-alpine" already present on machine
06:05:04 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Created container sentinel-config-copy
06:05:17 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Started container sentinel-config-copy
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Container image "redis:6.2.6-alpine" already present on machine
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Created container sentinel
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Started container sentinel
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 130.511961ms
06:05:19 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Created container sentinel-exporter
06:05:22 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Started container sentinel-exporter
06:10:20 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Stopping container sentinel
06:10:20 Pod rfs-test-cluster-6769cd86cf-knzps 1325:	Stopping container sentinel-exporter
06:19:26 Pod rfs-test-cluster-6769cd86cf-lngqs 3322:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-lngqs to acto-cluster-1-worker
06:19:27 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Container image "redis:6.2.6-alpine" already present on machine
06:19:27 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Created container sentinel-config-copy
06:19:39 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Started container sentinel-config-copy
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Container image "redis:6.2.6-alpine" already present on machine
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Created container sentinel
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Started container sentinel
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 130.396508ms
06:19:41 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Created container sentinel-exporter
06:19:43 Pod rfs-test-cluster-6769cd86cf-lngqs 3326:	Started container sentinel-exporter
06:21:07 Pod rfs-test-cluster-6769cd86cf-p28z4 3574:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-p28z4 to acto-cluster-1-worker2
06:21:07 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Container image "redis:6.2.6-alpine" already present on machine
06:21:07 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Created container sentinel-config-copy
06:21:17 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Started container sentinel-config-copy
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Container image "redis:6.2.6-alpine" already present on machine
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Created container sentinel
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Started container sentinel
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 118.815672ms
06:21:19 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Created container sentinel-exporter
06:21:22 Pod rfs-test-cluster-6769cd86cf-p28z4 3577:	Started container sentinel-exporter
06:06:43 Pod rfs-test-cluster-6769cd86cf-r2knq 1580:	Successfully assigned acto-namespace/rfs-test-cluster-6769cd86cf-r2knq to acto-cluster-1-worker2
06:06:44 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Container image "redis:6.2.6-alpine" already present on machine
06:06:44 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Created container sentinel-config-copy
06:06:55 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Started container sentinel-config-copy
06:06:56 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Container image "redis:6.2.6-alpine" already present on machine
06:06:56 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Created container sentinel
06:06:56 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Started container sentinel
06:06:56 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Pulling image "quay.io/oliver006/redis_exporter:v1.33.0-alpine"
06:06:57 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Successfully pulled image "quay.io/oliver006/redis_exporter:v1.33.0-alpine" in 160.922924ms
06:06:57 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Created container sentinel-exporter
06:06:59 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Started container sentinel-exporter
06:09:30 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Stopping container sentinel
06:09:30 Pod rfs-test-cluster-6769cd86cf-r2knq 1583:	Stopping container sentinel-exporter
